idx,rxn,rxn_class,r,p,rxn_class_th,class_id,split
1,CCCCC(N)=O.[H]O[H]>>CCCCC(=O)[O-].[H][N+]([H])([H])[H],3.5.1.50,CCCCC(N)=O.[H]O[H],CCCCC(=O)[O-].[H][N+]([H])([H])[H],3.5.1,0,train
2,CCCCC(=O)[O-].[H][N+]([H])([H])[H]>>CCCCC(N)=O.[H]O[H],3.5.1.50,CCCCC(=O)[O-].[H][N+]([H])([H])[H],CCCCC(N)=O.[H]O[H],3.5.1,0,train
3,S=C=NCC1=CC=CC=C1>>N#CSCC1=CC=CC=C1,5.99.1.1,S=C=NCC1=CC=CC=C1,N#CSCC1=CC=CC=C1,5.99.1,1,train
4,N#CSCC1=CC=CC=C1>>S=C=NCC1=CC=CC=C1,5.99.1.1,N#CSCC1=CC=CC=C1,S=C=NCC1=CC=CC=C1,5.99.1,1,train
5,[H][C@]1(C2=CN=C(O)C=C2)CCC[NH+]1C.O=O.[H]O[H]>>C[NH2+]CCCC(=O)C1=CN=C(O)C=C1.[H]OO[H],1.5.3.6,[H][C@]1(C2=CN=C(O)C=C2)CCC[NH+]1C.O=O.[H]O[H],C[NH2+]CCCC(=O)C1=CN=C(O)C=C1.[H]OO[H],1.5.3,2,train
6,C[NH2+]CCCC(=O)C1=CN=C(O)C=C1.[H]OO[H]>>[H][C@]1(C2=CN=C(O)C=C2)CCC[NH+]1C.O=O.[H]O[H],1.5.3.6,C[NH2+]CCCC(=O)C1=CN=C(O)C=C1.[H]OO[H],[H][C@]1(C2=CN=C(O)C=C2)CCC[NH+]1C.O=O.[H]O[H],1.5.3,2,train
7,COC1=CC(/C=C/C(=O)OCC[N+](C)(C)C)=CC(OC)=C1O.[H]O[H]>>COC1=CC(/C=C/C(=O)[O-])=CC(OC)=C1O.C[N+](C)(C)CCO.[H+],3.1.1.49,COC1=CC(/C=C/C(=O)OCC[N+](C)(C)C)=CC(OC)=C1O.[H]O[H],COC1=CC(/C=C/C(=O)[O-])=CC(OC)=C1O.C[N+](C)(C)CCO.[H+],3.1.1,3,train
8,COC1=CC(/C=C/C(=O)[O-])=CC(OC)=C1O.C[N+](C)(C)CCO.[H+]>>COC1=CC(/C=C/C(=O)OCC[N+](C)(C)C)=CC(OC)=C1O.[H]O[H],3.1.1.49,COC1=CC(/C=C/C(=O)[O-])=CC(OC)=C1O.C[N+](C)(C)CCO.[H+],COC1=CC(/C=C/C(=O)OCC[N+](C)(C)C)=CC(OC)=C1O.[H]O[H],3.1.1,3,train
9,[NH3+][C@@H](CCCC[NH2+][C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H]>>[H]C(=O)CCC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],1.5.1.10,[NH3+][C@@H](CCCC[NH2+][C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H],[H]C(=O)CCC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],1.5.1,4,train
10,[H]C(=O)CCC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>[NH3+][C@@H](CCCC[NH2+][C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H],1.5.1.10,[H]C(=O)CCC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],[NH3+][C@@H](CCCC[NH2+][C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H],1.5.1,4,train
11,[NH3+][C@H](CCC(=O)[O-])C(=O)[O-].O=O.[H]O[H]>>[H]OO[H].O=C([O-])CCC(=O)C(=O)[O-].[H][N+]([H])([H])[H],1.4.3.15,[NH3+][C@H](CCC(=O)[O-])C(=O)[O-].O=O.[H]O[H],[H]OO[H].O=C([O-])CCC(=O)C(=O)[O-].[H][N+]([H])([H])[H],1.4.3,5,train
12,[NH3+][C@H](CCC(=O)[O-])C(=O)[O-].O=O.[H]O[H]>>[H]OO[H].O=C([O-])CCC(=O)C(=O)[O-].[H][N+]([H])([H])[H],1.4.3.7,[NH3+][C@H](CCC(=O)[O-])C(=O)[O-].O=O.[H]O[H],[H]OO[H].O=C([O-])CCC(=O)C(=O)[O-].[H][N+]([H])([H])[H],1.4.3,5,train
13,[H]OO[H].O=C([O-])CCC(=O)C(=O)[O-].[H][N+]([H])([H])[H]>>[NH3+][C@H](CCC(=O)[O-])C(=O)[O-].O=O.[H]O[H],1.4.3.15,[H]OO[H].O=C([O-])CCC(=O)C(=O)[O-].[H][N+]([H])([H])[H],[NH3+][C@H](CCC(=O)[O-])C(=O)[O-].O=O.[H]O[H],1.4.3,5,train
14,[H]OO[H].O=C([O-])CCC(=O)C(=O)[O-].[H][N+]([H])([H])[H]>>[NH3+][C@H](CCC(=O)[O-])C(=O)[O-].O=O.[H]O[H],1.4.3.7,[H]OO[H].O=C([O-])CCC(=O)C(=O)[O-].[H][N+]([H])([H])[H],[NH3+][C@H](CCC(=O)[O-])C(=O)[O-].O=O.[H]O[H],1.4.3,5,train
15,*N[C@@H](CCC(N)=O)C(=O)[O-].[H]O[H]>>*N[C@@H](CCC(=O)[O-])C(=O)[O-].[H][N+]([H])([H])[H],3.5.1.43,*N[C@@H](CCC(N)=O)C(=O)[O-].[H]O[H],*N[C@@H](CCC(=O)[O-])C(=O)[O-].[H][N+]([H])([H])[H],3.5.1,0,train
16,*N[C@@H](CCC(=O)[O-])C(=O)[O-].[H][N+]([H])([H])[H]>>*N[C@@H](CCC(N)=O)C(=O)[O-].[H]O[H],3.5.1.43,*N[C@@H](CCC(=O)[O-])C(=O)[O-].[H][N+]([H])([H])[H],*N[C@@H](CCC(N)=O)C(=O)[O-].[H]O[H],3.5.1,0,train
17,COC1=CC(CO)=CC=C1O.O=O>>[H]C(=O)C1=CC(OC)=C(O)C=C1.[H]OO[H],1.1.3.38,COC1=CC(CO)=CC=C1O.O=O,[H]C(=O)C1=CC(OC)=C(O)C=C1.[H]OO[H],1.1.3,6,train
18,[H]C(=O)C1=CC(OC)=C(O)C=C1.[H]OO[H]>>COC1=CC(CO)=CC=C1O.O=O,1.1.3.38,[H]C(=O)C1=CC(OC)=C(O)C=C1.[H]OO[H],COC1=CC(CO)=CC=C1O.O=O,1.1.3,6,train
19,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H]O[H]>>NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O,3.1.3.7,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H]O[H],NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O,3.1.3,7,train
20,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O>>NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H]O[H],3.1.3.7,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H]O[H],3.1.3,7,train
21,OC1CCCCC1.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1>>O=C1CCCCC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],1.1.1.245,OC1CCCCC1.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1,O=C1CCCCC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],1.1.1,8,train
22,O=C1CCCCC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>OC1CCCCC1.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1,1.1.1.245,O=C1CCCCC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],OC1CCCCC1.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1,1.1.1,8,train
23,CC(=O)OCC[C@H]([NH3+])C(=O)[O-].CS>>CSCC[C@H]([NH3+])C(=O)[O-].CC(=O)[O-].[H+],2.5.1.49,CC(=O)OCC[C@H]([NH3+])C(=O)[O-].CS,CSCC[C@H]([NH3+])C(=O)[O-].CC(=O)[O-].[H+],2.5.1,9,train
24,CSCC[C@H]([NH3+])C(=O)[O-].CC(=O)[O-].[H+]>>CC(=O)OCC[C@H]([NH3+])C(=O)[O-].CS,2.5.1.49,CSCC[C@H]([NH3+])C(=O)[O-].CC(=O)[O-].[H+],CC(=O)OCC[C@H]([NH3+])C(=O)[O-].CS,2.5.1,9,train
25,CC(C)C[C@@H](O)C(=O)[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1>>CC(C)CC(=O)C(=O)[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],1.1.1.345,CC(C)C[C@@H](O)C(=O)[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1,CC(C)CC(=O)C(=O)[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],1.1.1,8,train
26,CC(C)CC(=O)C(=O)[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>CC(C)C[C@@H](O)C(=O)[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1,1.1.1.345,CC(C)CC(=O)C(=O)[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],CC(C)C[C@@H](O)C(=O)[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1,1.1.1,8,train
27,C[C@H]([NH3+])CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H][N+]([H])([H])[H],4.3.1.14,C[C@H]([NH3+])CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H][N+]([H])([H])[H],4.3.1,10,train
28,C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H][N+]([H])([H])[H]>>C[C@H]([NH3+])CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-],4.3.1.14,C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H][N+]([H])([H])[H],C[C@H]([NH3+])CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-],4.3.1,10,train
29,[NH3+][C@H](CC1=CNC2=C1C=CC=C2)C(=O)[O-].CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>CC(=O)N[C@H](C/C1=C/NC2=C1C=CC=C2)C(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.[H+],2.3.1.34,[NH3+][C@H](CC1=CNC2=C1C=CC=C2)C(=O)[O-].CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CC(=O)N[C@H](C/C1=C/NC2=C1C=CC=C2)C(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.[H+],2.3.1,11,train
30,CC(=O)N[C@H](C/C1=C/NC2=C1C=CC=C2)C(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.[H+]>>[NH3+][C@H](CC1=CNC2=C1C=CC=C2)C(=O)[O-].CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-],2.3.1.34,CC(=O)N[C@H](C/C1=C/NC2=C1C=CC=C2)C(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.[H+],[NH3+][C@H](CC1=CNC2=C1C=CC=C2)C(=O)[O-].CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-],2.3.1,11,train
31,[H][C@]12CNC3=C(C(=O)NC(N)=N3)N1CN(C1=CC=C(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C=C1)C2.C[C@@H]([NH3+])C(=O)[O-].[H]O[H]>>CC([NH3+])(CO)C(=O)[O-].NC1=NC2=C(N[C@@H](CNC3=CC=C(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C=C3)CN2)C(=O)N1,2.1.2.7,[H][C@]12CNC3=C(C(=O)NC(N)=N3)N1CN(C1=CC=C(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C=C1)C2.C[C@@H]([NH3+])C(=O)[O-].[H]O[H],CC([NH3+])(CO)C(=O)[O-].NC1=NC2=C(N[C@@H](CNC3=CC=C(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C=C3)CN2)C(=O)N1,2.1.2,12,train
32,CC([NH3+])(CO)C(=O)[O-].NC1=NC2=C(N[C@@H](CNC3=CC=C(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C=C3)CN2)C(=O)N1>>[H][C@]12CNC3=C(C(=O)NC(N)=N3)N1CN(C1=CC=C(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C=C1)C2.C[C@@H]([NH3+])C(=O)[O-].[H]O[H],2.1.2.7,CC([NH3+])(CO)C(=O)[O-].NC1=NC2=C(N[C@@H](CNC3=CC=C(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C=C3)CN2)C(=O)N1,[H][C@]12CNC3=C(C(=O)NC(N)=N3)N1CN(C1=CC=C(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C=C1)C2.C[C@@H]([NH3+])C(=O)[O-].[H]O[H],2.1.2,12,train
33,C[NH+](C)CC(=O)[O-].C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O>>C[N+](C)(C)CC(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+],2.1.1.161,C[NH+](C)CC(=O)[O-].C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,C[N+](C)(C)CC(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+],2.1.1,13,train
34,C[N+](C)(C)CC(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+]>>C[NH+](C)CC(=O)[O-].C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,2.1.1.161,C[N+](C)(C)CC(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+],C[NH+](C)CC(=O)[O-].C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,2.1.1,13,train
35,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O.[H]O[H]>>OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O.OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,3.2.1.108,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O.[H]O[H],OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O.OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,3.2.1,14,train
36,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O.OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O>>OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O.[H]O[H],3.2.1.108,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O.OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O.[H]O[H],3.2.1,14,train
37,O=C1C=C([O-])CC(O)C1.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1>>OC1=CC(O)=CC(O)=C1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,1.3.1.57,O=C1C=C([O-])CC(O)C1.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1,OC1=CC(O)=CC(O)=C1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,1.3.1,15,train
38,OC1=CC(O)=CC(O)=C1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>O=C1C=C([O-])CC(O)C1.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1,1.3.1.57,OC1=CC(O)=CC(O)=C1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,O=C1C=C([O-])CC(O)C1.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1,1.3.1,15,train
39,O=C([O-])C1=CC(O)=C(O)C=C1.O=O>>O=C([O-])/C=C\C(=C/C(=O)[O-])C(=O)[O-].[H+].[H+],1.13.11.3,O=C([O-])C1=CC(O)=C(O)C=C1.O=O,O=C([O-])/C=C\C(=C/C(=O)[O-])C(=O)[O-].[H+].[H+],1.13.11,16,train
40,O=C([O-])/C=C\C(=C/C(=O)[O-])C(=O)[O-].[H+].[H+]>>O=C([O-])C1=CC(O)=C(O)C=C1.O=O,1.13.11.3,O=C([O-])/C=C\C(=C/C(=O)[O-])C(=O)[O-].[H+].[H+],O=C([O-])C1=CC(O)=C(O)C=C1.O=O,1.13.11,16,train
