reaction,left_comp,right_comp,left_smiles,right_smiles
MNXR110293,MNXM1082//MNXM5626,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]c1=O//[H+]//CCC(C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,CO[C@H]1C[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2O)O[C@@H](C)[C@@H]1O.CCC(C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]c1=O.[H+].CCC(C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2
MNXR148302,MNXM169484//MNXM729103//MNXM736417//WATER,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)[NH+](C)CC[C@]314//O=O,C[NH+]1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.C=O.[H]O[H],COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)[NH+](C)CC[C@]314.O=O
MNXR119365,MNXM146211//MNXM729100//WATER,C=C[C@@]1(C)C=C2[C@@H](O)C[C@@H]3C(C)(C)CCC[C@@]3(C)[C@@H]2CC1//Cc1cc2c(cc1C)N([*])c1[nH]c(=O)[nH]c(=O)c1N2//O=O,C=C[C@@]1(C)C=C2[C@@H](O)C[C@@H]3C(C)(C)[C@H](O)CC[C@@]3(C)[C@@H]2CC1.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n([*])c2cc1C.[H]O[H],C=C[C@@]1(C)C=C2[C@@H](O)C[C@@H]3C(C)(C)CCC[C@@]3(C)[C@@H]2CC1.Cc1cc2c(cc1C)N([*])c1[nH]c(=O)[nH]c(=O)c1N2.O=O
MNXR181993,MNXM1105810//MNXM5,[H+]//NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1//O=C(CO)[C@@H](O)[C@H](O)C(=O)CO,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1,[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C(CO)[C@@H](O)[C@H](O)C(=O)CO
MNXR134027,MNXM1102152//MNXM46,O=C=O//O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2[nH]1//C=C(OP(=O)([O-])[O-])C(=O)[O-],O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2[nH]1.O=C([O-])CC(=O)C(=O)[O-],O=C=O.O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2[nH]1.C=C(OP(=O)([O-])[O-])C(=O)[O-]
MNXR175986,MNXM681118//MNXM732620//MNXM740736,[*]Br//[H]O[H],OO.[Br-],[*]Br.[H]O[H]
MNXR135176,MNXM1102421//MNXM735200,[*]//CC12CCCC1C1CC[C@@H]3CC(=O)CCC3(C)C1CC2,CC12CCCC1C1CCC3=CC(=O)CCC3(C)C1CC2,[*].CC12CCCC1C1CC[C@@H]3CC(=O)CCC3(C)C1CC2
MNXR119976,MNXM148193//MNXM1//MNXM735438//MNXM738702,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C)[C@H](C[C@@H](O)/C=C/C=C/C=C/C=C/CC/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2//NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1//[H]O[H],C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)C[C@H](O)CCC[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C)[C@H](C[C@@H](O)/C=C/C=C/C=C/C=C/CC/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2.[H+].O=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C)[C@H](C[C@@H](O)/C=C/C=C/C=C/C=C/CC/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H]O[H]
MNXR107574,MNXM1106761//MNXM13//MNXM562,[H+]//CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)[O-]//[H]O[H],CC(C)C[C@H]([NH3+])C(=O)[O-].O=C=O.OCc1ccccc1,[H+].CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)[O-].[H]O[H]
MNXR135784,MNXM162372//MNXM5,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
MNXR145866,MNXM1103818//MNXM728239//MNXM735438,CC(C)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C//[H]O[H],CC(C)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C.O=O,CC(C)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C.[H]O[H]
MNXR130681,MNXM166412//WATER,O=O//Cc1ccc(O)c(O)c1,CC1=CC(=O)C(=O)C=C1.[H]O[H],O=O.Cc1ccc(O)c(O)c1
MNXR133274,MNXM125851//MNXM1//MNXM40333//MNXM9,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O//[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]//CSC[C@H](N)C(=O)O,CSC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)[O-].[H+].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].CSC[C@H](N)C(=O)O
MNXR115345,MNXM7003//WATER,[*]O//OC1O[C@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,[*]O[C@@H]1O[C@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O.[H]O[H],[*]O.OC1O[C@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
MNXR174227,MNXM1103576//MNXM36393,O=C1[C@@H](O)[C@@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@H]1O//[H]O[H],O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO.O=C1[C@@H](O)C(O)O[C@H](CO)[C@H]1O,O=C1[C@@H](O)[C@@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@H]1O.[H]O[H]
MNXR187688,MNXM1100774,C#[N+]/C=C\C1(C/C=C(\C)CCC=C(C)C)C=Nc2ccccc21,C#[N+][C@@H]1[C@H]2c3c[nH]c4cccc(c34)C(C)(C)[C@@H]2CC[C@]1(C)C=C,C#[N+]/C=C\C1(C/C=C(\C)CCC=C(C)C)C=Nc2ccccc21
MNXR122852,MNXM12847//MNXM5,CCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OC[C@H](N[*])C([*])=O//NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,CCCCCCCCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OC[C@H](N[*])C([*])=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1,CCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OC[C@H](N[*])C([*])=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
MNXR122006,MNXM13//MNXM6829,[H+]//CSCCC(=O)C(=O)[O-],O=C=O.CSCCC=O,[H+].CSCCC(=O)C(=O)[O-]
MNXR172798,MNXM819759,CC1OC1c1ccccc1//[H]O[H],C[C@@H](O)[C@H](O)c1ccccc1,CC1OC1c1ccccc1.[H]O[H]
MNXR122447,MNXM1//MNXM2901//MNXM735438,O=C(O[C@@H]1O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1//[H]O[H],[H+].O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c([O-])c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1.O=O,O=C(O[C@@H]1O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1.[H]O[H]
MNXR119241,MNXM3782//MNXM735438//MNXM738702,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1//C=C(C)C(CCC(C)=O)CC(=O)[O-]//[H]O[H],C=C(C)C1CCC(C)(O)C(=O)C1.O=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.C=C(C)C(CCC(C)=O)CC(=O)[O-].[H]O[H]
MNXR164860,MNXM743982,C[C@@H](O)[C@H](C)/C(=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OC[C@H](N[*])C([*])=O)CC(=O)[O-]//[H]O[H],C[C@@H]([C@@H](C)O)C(O)(CC(=O)[O-])CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OC[C@H](N[*])C([*])=O,C[C@@H](O)[C@H](C)/C(=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OC[C@H](N[*])C([*])=O)CC(=O)[O-].[H]O[H]
MNXR120190,MNXM146245//MNXM53428,CCCC/C=C\CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]//Cc1cc2c(cc1C)N(C[*])c1[nH]c(=O)[nH]c(=O)c1N2,CCCC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[*])c2cc1C,CCCC/C=C\CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].Cc1cc2c(cc1C)N(C[*])c1[nH]c(=O)[nH]c(=O)c1N2
MNXR168019,MNXM1089889//MNXM20//MNXM735438,O=C=O//O=C([O-])CCC(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-].O=O,O=C=O.O=C([O-])CCC(=O)[O-]
MNXR122373,MNXM1103344,O=P([O-])([O-])OP(=O)([O-])O//CC1=CC[C@]23C1[C@H]2C(C(C)C)CC[C@H]3C,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-],O=P([O-])([O-])OP(=O)([O-])O.CC1=CC[C@]23C1[C@H]2C(C(C)C)CC[C@H]3C
MNXR120100,MNXM735438//MNXM738630,[*]N[C@@H](Cc1c[nH]c2c1C(c1[nH]c3ccccc3c1C[C@H](N[*])C([*])=O)=CC(=O)C2=O)C([*])=O//[H]O[H],O=O.[*]N[C@@H](Cc1c[nH]c2ccccc12)C([*])=O,[*]N[C@@H](Cc1c[nH]c2c1C(c1[nH]c3ccccc3c1C[C@H](N[*])C([*])=O)=CC(=O)C2=O)C([*])=O.[H]O[H]
MNXR181504,MNXM1558//MNXM738702,C=CC(C)(O)C/C=C/C(=C)C//NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1,CC(C)=CCC/C(C)=C/C=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,C=CC(C)(O)C/C=C/C(=C)C.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
MNXR115463,MNXM19285//MNXM19664,CC(=O)NC1C(O)OC(CO)C(O)C1OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC([NH3+])C(=O)[O-])C(=O)NC(C)C(=O)[O-]//[H]O[H],CC(NC(=O)C([NH3+])CCCC([NH3+])C(=O)[O-])C(=O)[O-].CC(=O)NC1C(O)OC(CO)C(O)C1OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)[O-],CC(=O)NC1C(O)OC(CO)C(O)C1OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC([NH3+])C(=O)[O-])C(=O)NC(C)C(=O)[O-].[H]O[H]
MNXR190714,MNXM1101977//MNXM1//MNXM408,C[S+](CCC[NH3+])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O//[NH3+]CCCC[NH2+]CCC[NH3+],CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[H+].[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+],C[S+](CCC[NH3+])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[NH3+]CCCC[NH2+]CCC[NH3+]
MNXR182435,MNXM1//MNXM3548//MNXM738702,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1//OC[C@H](O)[C@@H](O)[C@H](O)CO,[H+].OC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.OC[C@H](O)[C@@H](O)[C@H](O)CO
MNXR102068,MNXM107//MNXM10//MNXM1,[NH4+]//[OH-]//NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1//[H]O[H],O=N[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],[NH4+].[OH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H]O[H]
MNXR113078,MNXM1033//WATER,O=C([O-])[C@@H](CO)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O//O=P([O-])([O-])O,O=C([O-])[C@@H](COP(=O)([O-])[O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.[H]O[H],O=C([O-])[C@@H](CO)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.O=P([O-])([O-])O
MNXR191811,MNXM1105974//MNXM36,O=c1cc[nH]c(=O)[nH]1//[H]O[H],[*],O=c1cc[nH]c(=O)[nH]1.[H]O[H]
MNXR114641,MNXM1017//MNXM4100,CCCCO,CCCC=O.[*]c1c([*])c(O)c([*])c([*])c1O,CCCCO
MNXR117655,MNXM11939//MNXM735438//MNXM738702,C[C@@]12CCC[C@@](C)(C(=O)[O-])C1CC[C@]13C=C(C(=O)[O-])[C@H](CCC21)C3//NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1//[H]O[H],C[C@@]12CCC[C@@](C)(C=O)C1CC[C@]13C=C(C(=O)[O-])[C@H](CCC21)C3.O=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,C[C@@]12CCC[C@@](C)(C(=O)[O-])C1CC[C@]13C=C(C(=O)[O-])[C@H](CCC21)C3.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H]O[H]
MNXR113071,MNXM4832//WATER,NC(=O)O[C@@H]1[C@@H](O)[C@@H](NC(=O)C[C@@H]([NH3+])CCC[NH3+])[C@H](/[NH+]=C2/N[C@H](C(=O)[O-])[C@@H]([C@H](O)C[NH3+])N2)O[C@@H]1CO,NC(=O)O[C@@H]1[C@@H](O)[C@@H](NC(=O)C[C@@H]([NH3+])CCC[NH3+])[C@H](/[NH+]=C2/N[C@@H]3C(=O)NC[C@@H](O)[C@H]3N2)O[C@@H]1CO.[H]O[H],NC(=O)O[C@@H]1[C@@H](O)[C@@H](NC(=O)C[C@@H]([NH3+])CCC[NH3+])[C@H](/[NH+]=C2/N[C@H](C(=O)[O-])[C@@H]([C@H](O)C[NH3+])N2)O[C@@H]1CO
MNXR132055,MNXM166030//MNXM1//MNXM26,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c([O-])c4c(O)c(c(/C=N/N5CC[NH+](C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C//[H]O[H],CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/NN2CCN(C)CC2)C(=C4O)N=C(O)/C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](O)[C@H]1C.[H+].CC(=O)[O-],CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c([O-])c4c(O)c(c(/C=N/N5CC[NH+](C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C.[H]O[H]
MNXR108523,MNXM5//MNXM727373,[*]NC(=O)[C@H]1CSSC[C@@H](NC([*])=O)C(=O)N1//NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.[*]NC(=O)[C@@H](CS)NC(=O)[C@@H](CS)NC([*])=O,[*]NC(=O)[C@H]1CSSC[C@@H](NC([*])=O)C(=O)N1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
MNXR115161,MNXM1102128//MNXM11189,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O//[*]N[C@@H](CC(N)=O)C([*])=O,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1.CC(=O)N[C@H]1[C@H](NC(=O)C[C@H](N[*])C([*])=O)O[C@H](CO)[C@@H](O)[C@@H]1O,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O.[*]N[C@@H](CC(N)=O)C([*])=O
MNXR173451,MNXM1104180,[*]O[C@H]1O[C@H](CO)[C@@H]([*])[C@H](O)[C@H]1O//OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,[*]O[C@H]1O[C@H](CO)[C@@H]([*])[C@H](O)[C@H]1O.OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O
MNXR113284,MNXM1103344,O=P([O-])([O-])OP(=O)([O-])O//C=C(C)[C@H]1CC[C@@]2(C)CCC=C(C)[C@@H]2C1,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-],O=P([O-])([O-])OP(=O)([O-])O.C=C(C)[C@H]1CC[C@@]2(C)CCC=C(C)[C@@H]2C1
MNXR135096,MNXM1102421//MNXM577//MNXM735438,O=C([O-])c1ccc(O)cc1//[*]//[H]O[H],O=Cc1ccc(O)cc1.O=O,O=C([O-])c1ccc(O)cc1.[*].[H]O[H]
MNXR191520,MNXM1107903//MNXM21530,N#[N+][O-]//[H]O[H],[N]=O,N#[N+][O-].[H]O[H]
