reaction_id,true_ec,true_class,BEC-Pred_correct,CLAIRE_correct,SelenzymeRF_correct,SIMMER_correct,Theia_correct,BridgIT_correct,E-zyme1_correct,E-zyme2_correct,MajorityVote_correct,MajorityVoteCore4_correct,n_methods_correct
R02181,2.8.2.17,2,True,False,True,False,True,False,False,False,True,True,5
R05115,3.2.1.18,3,False,False,True,False,True,True,False,False,True,True,5
R02362,3.1.1.11,3,True,False,True,False,True,False,False,False,True,True,5
R01649,3.5.1.29,3,True,True,False,False,True,False,False,False,True,True,5
R00375,2.7.7.7,2,True,False,False,True,False,True,False,False,True,True,5
R08514,2.7.1.62,2,True,False,False,False,False,False,True,True,True,True,5
R07288,2.8.2.17,2,True,False,True,False,True,False,False,False,True,True,5
R02954,1.3.1.46,1,True,False,True,False,True,False,False,False,True,True,5
R12237,1.5.1.52,1,True,False,False,False,True,False,True,True,True,False,5
R00575,6.3.5.5,6,False,False,True,False,True,True,False,False,True,True,5
R05435,1.14.12.-,1,True,False,True,False,True,False,False,False,True,True,5
R01504,6.2.1.71,6,True,False,False,False,True,False,False,True,True,True,5
R00431,4.1.1.32,4,True,False,True,False,True,False,False,False,True,True,5
R00955,2.7.7.12,2,True,False,True,False,False,True,False,False,True,True,5
R04370,1.1.1.217,1,True,False,False,False,True,False,True,False,True,True,5
R08015,1.7.1.-,1,True,False,False,False,True,True,False,False,True,True,5
R04870,6.3.2.26,6,True,False,False,True,False,False,False,True,True,True,5
R09112,1.14.13.-,1,True,True,False,False,True,False,True,True,False,False,5
R01290,4.2.1.22,4,True,True,False,False,True,False,False,True,True,False,5
R04958,1.3.1.9|2.3.1.-,1|2,True,False,True,False,True,False,False,False,True,True,5
R02132,1.1.3.23,1,True,True,False,False,True,False,True,False,True,False,5
R10901,6.3.2.45,6,True,False,True,False,False,True,False,False,True,True,5
R07436,1.14.13.-,1,False,True,False,False,True,False,True,True,True,False,5
R06876,1.97.1.-,1,True,True,False,False,False,False,True,False,True,True,5
R08111,1.3.1.25,1,True,False,True,False,True,False,False,False,True,True,5
R10929,6.3.2.60,6,True,False,False,True,True,False,False,False,True,True,5
R00640,1.3.2.3,1,True,False,True,False,True,False,False,False,True,True,5
R01109,1.8.4.4,1,True,False,False,True,True,False,False,False,True,True,5
R12057,6.2.1.53,6,True,False,False,False,True,True,False,True,True,False,5
R02969,1.1.1.167,1,True,False,False,False,True,False,True,False,True,True,5
R02537,1.2.1.5,1,True,False,True,False,True,False,False,False,True,True,5
R12096,3.1.6.20,3,True,False,True,False,True,False,False,False,True,True,5
R07666,1.2.1.7,1,True,False,True,False,True,False,False,False,True,True,5
R00629,2.8.2.2,2,True,False,False,False,True,True,False,False,True,True,5
R05355,1.3.1.32,1,True,False,True,False,True,False,False,False,True,True,5
R05812,1.3.1.106,1,True,False,False,True,True,False,False,False,True,True,5
R03134,2.5.1.51,2,True,False,True,False,True,False,False,False,True,True,5
R05030,6.3.5.13,6,False,False,True,True,True,False,False,False,True,True,5
R02706,3.1.3.-,3,True,True,False,True,True,False,False,False,False,True,5
R09228,1.3.1.-,1,True,False,False,True,True,False,False,False,True,True,5
R07176,1.8.4.10,1,True,False,False,False,True,True,False,False,True,True,5
R06878,1.97.1.-,1,True,True,False,False,False,False,True,False,True,True,5
R10111,1.13.11.64,1,False,True,True,True,False,False,False,False,True,True,5
R02248,3.1.3.32,3,True,True,False,False,False,True,False,False,True,True,5
R02252,1.3.1.31,1,True,False,True,False,True,False,False,False,True,True,5
R09800,3.5.4.44,3,True,True,False,True,False,False,False,False,True,True,5
R11478,1.14.19.49,1,True,False,True,False,True,False,False,False,True,True,5
R11368,1.14.19.-,1,True,False,True,False,True,False,False,False,True,True,5
R05175,5.1.1.16,5,True,False,False,False,True,False,True,False,True,True,5
R10672,1.14.14.45,1,False,True,True,False,True,False,False,False,True,True,5
R00001,3.6.1.10,3,True,True,False,False,False,True,False,False,True,True,5
R06267,1.14.13.81,1,True,False,False,False,True,True,False,False,True,True,5
R02328,2.7.7.24,2,True,False,False,True,False,True,False,False,True,True,5
R11971,1.8.2.6,1,True,True,False,False,True,False,False,False,True,True,5
R11882,1.16.3.3,1,False,False,True,True,True,False,False,False,True,True,5
R12028,1.14.19.57,1,True,False,True,False,True,False,False,False,True,True,5
R04280,1.13.11.8|1.13.11.-,1,True,False,False,False,True,False,False,True,True,True,5
R13410,2.1.1.308,2,False,True,True,False,True,False,False,False,True,True,5
R11228,1.14.15.17,1,False,True,True,False,True,False,False,False,True,True,5
R11152,1.14.13.211,1,True,False,False,False,True,True,False,False,True,True,5
R11911,1.14.13.239,1,True,False,False,False,True,True,False,False,True,True,5
R12532,3.6.1.69,3,True,False,False,False,True,True,False,False,True,True,5
R11026,1.3.1.1,1,True,False,True,False,True,False,False,False,True,True,5
R05815,6.3.5.11,6,False,True,False,True,True,False,False,False,True,True,5
R02949,5.1.2.4,5,False,True,False,False,True,False,True,True,True,False,5
R01415,1.3.1.2,1,True,False,True,False,True,False,False,False,True,True,5
R00188,3.1.3.7|3.1.3.97,3,True,True,False,False,False,True,False,False,True,True,5
R11463,3.3.2.15,3,True,False,True,True,False,False,False,True,False,True,5
R13311,4.2.3.227,4,True,False,False,True,False,False,False,True,True,True,5
R08898,2.4.2.49,2,True,False,False,True,False,True,False,True,True,False,5
R05865,3.7.1.9,3,True,True,False,False,False,True,False,False,True,True,5
R03702,3.1.1.38,3,True,False,False,False,True,True,False,False,True,True,5
R00943,6.3.4.3,6,True,False,False,True,True,False,False,False,True,True,5
R04455,1.12.98.2,1,True,False,False,False,True,False,False,True,True,True,5
R06279,2.8.2.11,2,True,False,True,False,True,False,False,False,True,True,5
R02471,1.1.1.106,1,True,False,False,False,True,False,True,False,True,True,5
R12467,2.3.1.289,2,True,False,False,True,True,False,False,False,True,True,5
R10980,3.1.1.-,3,True,True,False,False,True,False,False,False,True,True,5
R01749,1.1.1.92,1,True,False,False,False,True,False,True,False,True,True,5
R03613,6.3.1.14,6,True,False,False,False,True,True,False,False,True,True,5
R02551,3.5.1.58,3,True,False,True,True,True,False,False,False,False,True,5
R05224,6.3.5.9,6,False,True,False,True,True,False,False,False,True,True,5
R04929,2.7.7.4,2,True,False,True,True,False,False,False,False,True,True,5
R12848,1.14.11.-,1,True,False,False,False,True,False,True,False,True,True,5
R00789,1.7.1.4,1,True,True,False,False,True,True,False,False,True,False,5
R04026,3.5.2.-,3,False,False,False,False,True,False,True,True,True,True,5
R11739,1.14.14.45,1,False,True,True,False,True,False,False,False,True,True,5
R08510,1.5.1.-,1,True,False,False,False,True,True,False,False,True,True,5
R06528,3.5.1.23,3,True,False,True,False,False,True,False,False,True,True,5
R00985,4.1.3.27,4,False,True,False,False,True,False,True,True,True,False,5
R10851,1.1.1.381,1,True,False,False,False,True,False,True,False,True,True,5
R10869,2.8.2.33,2,True,False,True,False,True,False,False,False,True,True,5
R08998,1.14.13.-,1,True,True,False,False,False,True,False,False,True,True,5
R12161,2.5.1.147,2,False,False,True,True,True,False,False,False,True,True,5
R03409,3.6.1.11|3.6.1.40,3,True,False,False,False,True,True,False,False,True,True,5
R09775,6.3.2.43,6,True,False,False,True,True,False,False,False,True,True,5
R08512,2.5.1.18,2,False,True,False,False,True,False,True,True,True,False,5
R04623,1.1.1.160,1,True,False,False,False,True,False,True,False,True,True,5
R09089,2.6.1.-,2,False,True,False,True,True,False,True,False,True,False,5
R12596,6.3.2.-,6,True,False,False,False,True,False,False,True,True,True,5
R03869,1.2.1.3,1,True,True,False,False,True,False,False,False,True,True,5
R02317,1.2.1.31|1.4.1.18,1,False,False,True,False,True,False,True,False,True,True,5
R05221,2.7.1.156,2,False,False,False,True,True,True,False,False,True,True,5
R01448,3.1.6.17,3,True,False,False,False,True,True,True,False,True,False,5
R10623,5.5.1.24,5,True,False,True,False,True,False,False,False,True,True,5
R13044,4.2.1.152,4,True,False,True,False,True,False,False,False,True,True,5
R00610,1.5.3.1,1,True,False,False,False,True,True,False,True,True,False,5
R02122,2.8.2.8,2,True,False,True,False,True,False,False,False,True,True,5
R00243,1.4.1.2|1.4.1.3|1.4.1.14,1,True,False,False,False,True,True,False,False,True,True,5
R06931,1.3.1.29,1,False,True,True,True,True,False,False,False,False,True,5
R04449,6.2.1.22,6,True,False,False,False,True,True,False,False,True,True,5
R11457,1.14.14.35,1,True,False,True,False,True,False,False,False,True,True,5
R12545,1.14.99.46,1,False,False,True,False,True,False,False,True,True,True,5
R00472,2.3.3.9,2,True,False,True,True,False,True,False,False,False,True,5
R09416,1.14.14.1,1,True,False,True,False,True,False,False,False,True,True,5
R02167,3.1.3.22,3,True,True,False,True,True,True,False,False,False,False,5
R04643,2.8.2.19,2,True,True,False,False,True,False,False,False,True,True,5
R06203,3.2.1.37,3,True,False,True,True,False,False,False,False,True,True,5
R07479,2.5.1.46,2,True,False,False,False,True,False,True,False,True,True,5
R06112,3.2.1.86,3,True,False,True,False,True,False,False,False,True,True,5
R10283,4.1.3.16|4.1.3.42,4,False,False,True,False,True,True,False,False,True,True,5
R12393,6.2.1.57,6,True,False,True,False,True,False,False,False,True,True,5
R00435,2.7.7.6|2.7.7.19|2.7.7.48,2,True,False,False,True,False,False,False,True,True,True,5
R04429,1.3.1.9|2.3.1.-,1|2,True,False,True,False,True,False,False,False,True,True,5
R00182,3.2.2.4,3,False,False,True,True,True,True,False,False,False,True,5
R08908,1.14.14.13,1,True,False,True,False,True,False,False,False,True,True,5
R02246,1.1.1.1,1,True,False,False,False,True,False,True,False,True,True,5
R04189,3.5.3.23,3,False,True,False,True,False,False,True,True,True,False,5
R11845,4.2.3.180,4,False,False,True,True,True,False,False,True,True,False,5
R10242,1.3.1.22,1,False,False,True,True,True,False,False,False,True,True,5
R10122,1.3.1.10,1,True,False,True,False,True,False,False,False,True,True,5
R06018,2.4.1.30|2.4.1.97,2,True,True,False,True,False,False,False,False,True,True,5
R12806,2.7.8.12,2,True,False,True,False,False,True,False,False,True,True,5
R03963,1.1.1.165,1,True,False,False,False,True,False,True,False,True,True,5
R10636,1.6.3.5,1,False,True,True,False,True,False,False,False,True,True,5
R11367,6.2.1.-,6,True,False,False,False,True,True,False,False,True,True,5
R08867,2.7.7.93,2,False,False,True,True,False,True,False,False,True,True,5
R00103,3.6.1.9|3.6.1.22,3,True,True,False,False,True,True,False,False,True,False,5
R07052,1.14.14.1|1.14.14.-,1,True,False,True,False,False,True,False,False,True,True,5
R10133,3.5.99.9,3,False,False,True,True,True,False,True,False,False,True,5
R01232,3.6.1.17,3,True,False,False,False,True,True,False,False,True,True,5
R09835,4.2.1.138,4,False,True,False,True,False,False,True,False,True,True,5
R10920,1.14.11.48,1,True,False,True,True,True,False,False,False,False,True,5
R02238,6.3.4.17,6,True,False,False,True,True,False,False,False,True,True,5
R10528,1.1.1.272,1,True,False,False,False,True,False,True,False,True,True,5
R10469,4.1.99.20,4,False,True,True,True,False,False,False,False,True,True,5
R00710,1.2.1.3|1.2.1.5,1,True,False,True,False,True,False,False,False,True,True,5
R06207,3.2.1.25,3,False,True,False,True,True,False,False,False,True,True,5
R01794,1.5.1.34,1,True,False,True,False,True,False,False,False,True,True,5
R03177,1.2.1.54,1,True,True,False,True,True,False,False,False,False,True,5
R05196,2.4.1.25,2,True,False,True,False,True,False,True,False,False,True,5
R12329,3.1.2.14|3.1.2.21,3,True,False,False,False,True,False,True,False,True,True,5
R01583,4.2.1.48,4,True,False,False,True,False,False,True,False,True,True,5
R08272,1.14.14.-,1,False,False,True,False,True,False,False,True,True,True,5
R01335,3.7.1.-,3,True,False,False,False,True,False,False,True,True,True,5
R07174,1.7.2.8,1,True,False,True,False,True,False,False,False,True,True,5
R04922,2.7.8.2,2,True,False,True,False,True,False,False,False,True,True,5
R04967,1.3.1.10|1.3.1.39|1.3.1.104|1.3.1.-,1,True,False,True,False,True,False,False,False,True,True,5
R02423,3.5.3.9,3,False,True,True,False,True,True,False,True,False,False,5
R10624,5.5.1.24,5,True,False,True,False,True,False,False,False,True,True,5
R11503,1.11.1.16,1,True,False,True,False,True,False,False,False,True,True,5
R09364,4.2.1.145,4,True,True,False,False,True,False,False,False,True,True,5
R04724,1.3.1.9|2.3.1.-,1|2,True,False,True,False,True,False,False,False,True,True,5
R05794,2.7.8.24,2,True,False,True,False,True,False,False,False,True,True,5
R04641,3.5.4.20,3,False,True,False,False,False,True,True,True,True,False,5
R03828,2.7.7.50,2,True,False,False,True,False,True,False,False,True,True,5
R09653,1.3.5.5,1,True,False,True,False,True,False,False,False,True,True,5
R01054,3.6.1.13|3.6.1.21|3.6.1.53|3.6.1.-,3,True,True,False,False,False,True,False,False,True,True,5
R05354,1.3.1.19,1,True,False,True,True,False,False,False,False,True,True,5
R00733,1.3.1.78|1.3.1.79,1,True,False,True,False,True,False,False,False,True,True,5
R02805,3.6.1.17,3,True,False,False,False,True,True,False,False,True,True,5
R07655,2.4.1.-,2,False,True,False,False,True,False,True,True,True,False,5
R11842,4.2.3.177,4,True,False,False,True,False,False,False,True,True,True,5
R01203,1.1.3.29,1,True,False,False,False,True,True,False,True,True,True,6
R05293,1.3.1.67,1,True,False,True,True,True,False,False,False,True,True,6
R03046,4.3.1.6,4,True,True,False,False,True,False,True,False,True,True,6
R09378,2.7.1.169,2,True,False,True,True,True,False,False,False,True,True,6
R09552,1.1.99.36,1,True,True,True,False,True,False,False,False,True,True,6
R05294,1.14.12.14,1,True,False,True,False,True,True,False,False,True,True,6
R02430,2.7.1.27,2,True,False,True,True,True,False,False,False,True,True,6
R08863,1.11.1.23,1,False,True,True,False,True,True,False,False,True,True,6
R06676,5.5.1.23,5,True,False,True,True,True,False,False,False,True,True,6
R09920,1.1.1.145|5.3.3.1,1|5,True,False,True,False,True,False,True,False,True,True,6
R06922,5.3.99.-,5,True,True,True,False,True,False,False,False,True,True,6
R07177,1.8.5.2,1,True,False,True,False,True,False,False,True,True,True,6
R11678,1.2.1.97,1,True,False,False,False,True,False,True,True,True,True,6
R02334,3.2.1.14,3,False,False,True,False,True,False,True,True,True,True,6
R06424,5.3.2.4,5,False,True,False,True,True,False,True,False,True,True,6
R11031,1.4.1.25,1,True,True,False,False,True,True,False,False,True,True,6
R03102,1.2.1.31,1,True,False,True,True,True,False,False,False,True,True,6
R06772,2.1.3.12,2,True,True,True,False,True,False,False,False,True,True,6
R00762,3.1.3.11,3,True,True,False,True,True,True,False,False,False,True,6
R09510,1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67,1,True,False,True,True,True,False,False,False,True,True,6
R02115,3.1.1.13,3,True,True,True,True,True,False,False,False,False,True,6
R03390,2.3.1.101,2,True,False,True,False,True,True,False,False,True,True,6
R11340,1.14.11.52,1,True,False,True,True,True,False,False,False,True,True,6
R09637,2.5.1.63,2,False,False,True,True,True,False,True,False,True,True,6
R13143,1.14.14.173,1,True,True,True,False,True,False,False,False,True,True,6
R05226,3.5.1.90,3,False,False,False,True,True,False,True,True,True,True,6
R08615,2.4.1.17,2,False,True,False,True,False,True,True,True,True,False,6
R09874,3.1.7.10,3,False,False,True,False,True,True,True,True,True,False,6
R08085,1.1.1.183,1,True,False,True,False,True,False,True,False,True,True,6
R09752,2.7.7.78,2,True,False,True,True,True,False,False,False,True,True,6
R03503,2.7.6.3,2,True,False,True,False,True,True,False,False,True,True,6
R01899,1.1.1.42,1,True,True,False,False,True,False,True,False,True,True,6
R00424,3.5.4.16,3,True,True,True,False,True,False,False,False,True,True,6
R10549,1.2.1.50,1,True,True,True,False,True,False,False,False,True,True,6
R00113,1.11.1.2,1,True,True,True,False,True,False,False,False,True,True,6
R03577,1.1.1.114,1,True,True,False,False,True,False,True,False,True,True,6
R11150,1.14.13.210,1,True,False,True,False,True,True,False,False,True,True,6
R10332,1.5.1.47,1,True,False,True,True,True,False,False,False,True,True,6
R02350,2.8.2.4|2.8.2.15,2,True,False,True,False,True,True,False,False,True,True,6
R00742,6.4.1.2,6,True,False,True,True,True,False,False,False,True,True,6
R12149,1.14.14.155,1,True,True,True,False,True,False,False,False,True,True,6
R04498,2.3.1.143,2,True,False,True,False,False,True,True,False,True,True,6
R00405,6.2.1.5,6,True,False,True,True,True,False,False,False,True,True,6
R11582,2.7.7.76,2,False,True,True,True,False,True,False,False,True,True,6
R11205,2.7.8.42,2,False,True,True,False,True,True,False,False,True,True,6
R08324,1.14.14.-,1,False,True,True,False,False,False,True,True,True,True,6
R04682,1.1.1.62,1,True,False,True,False,True,False,True,False,True,True,6
R02377,1.1.1.202,1,True,False,True,False,True,False,True,False,True,True,6
R09141,1.14.13.25|1.14.13.-,1,True,False,True,False,True,True,False,False,True,True,6
R01000,1.1.1.27,1,True,False,True,False,True,False,True,False,True,True,6
R08383,1.1.1.-,1,True,False,True,False,True,False,True,False,True,True,6
R09227,1.14.12.-,1,True,False,False,True,True,True,False,False,True,True,6
R12425,2.3.1.204,2,True,False,False,False,True,False,True,True,True,True,6
R06400,1.14.13.105,1,True,False,True,False,True,True,False,False,True,True,6
R08966,2.7.7.67,2,True,False,True,True,False,True,False,False,True,True,6
R00659,2.7.1.40,2,True,False,True,False,True,True,False,False,True,True,6
R02849,2.7.1.1,2,True,True,False,True,True,False,False,False,True,True,6
R09990,1.1.1.325,1,True,False,True,False,True,False,True,False,True,True,6
R06350,1.14.11.-,1,True,True,False,False,True,False,True,False,True,True,6
R10799,1.3.1.107,1,True,False,True,True,True,False,False,False,True,True,6
R00387,1.3.1.37,1,True,False,True,True,True,False,False,False,True,True,6
R05217,1.14.13.83,1,True,False,True,False,True,True,False,False,True,True,6
R08276,1.14.14.-,1,True,False,True,False,False,False,True,True,True,True,6
R00104,2.7.1.23,2,True,False,False,True,True,True,False,False,True,True,6
R01489,1.2.3.9,1,True,True,False,False,True,True,False,False,True,True,6
R01698,1.8.1.4,1,True,True,True,False,True,False,False,False,True,True,6
R01917,6.3.1.8|6.3.1.9,6,True,False,True,True,False,True,False,False,True,True,6
R12077,2.4.1.289,2,False,True,False,True,False,False,True,True,True,True,6
R03987,2.8.2.14,2,True,False,True,False,True,True,False,False,True,True,6
R09796,4.2.1.130,4,True,True,False,False,True,False,True,False,True,True,6
R08205,1.14.13.54,1,False,True,True,False,True,True,False,False,True,True,6
R10007,4.2.3.128,4,True,False,True,True,True,False,False,False,True,True,6
R05197,6.3.2.17,6,True,False,True,True,False,True,False,False,True,True,6
R04382,4.2.2.6,4,False,False,True,False,True,False,True,True,True,True,6
R13291,1.5.1.55,1,True,False,False,True,True,False,False,True,True,True,6
R02847,1.1.1.121,1,True,False,True,False,True,False,True,False,True,True,6
R08850,3.4.17.8,3,True,False,True,True,True,False,False,False,True,True,6
R07441,1.2.1.68,1,True,True,True,False,True,False,False,False,True,True,6
R06668,2.4.1.-,2,False,False,False,False,True,True,True,True,True,True,6
R03601,2.5.1.47,2,True,False,True,True,False,True,False,False,True,True,6
R01992,3.4.13.18|3.4.13.20,3,True,False,False,True,False,True,False,True,True,True,6
R06356,1.14.13.-,1,True,True,False,False,True,False,True,True,True,False,6
R03935,3.4.13.4,3,False,False,True,True,True,True,False,False,True,True,6
R05298,4.1.3.43,4,True,False,True,False,True,False,False,True,True,True,6
R06382,1.1.1.296,1,True,False,True,True,True,False,False,False,True,True,6
R11784,2.7.1.219,2,True,False,True,True,True,False,False,False,True,True,6
R13234,4.2.3.218,4,True,False,False,True,True,False,False,True,True,True,6
R08208,1.1.1.153,1,True,True,False,False,True,False,True,False,True,True,6
R12003,5.3.3.22,5,False,True,True,True,True,False,False,False,True,True,6
R05721,1.13.11.49,1,True,True,False,True,True,False,False,False,True,True,6
R09646,3.5.1.97,3,False,True,True,True,True,False,False,False,True,True,6
R11013,1.14.99.50,1,True,True,True,False,True,False,False,False,True,True,6
R10900,5.5.1.25,5,True,False,True,True,True,False,False,False,True,True,6
R05274,1.14.13.82,1,True,True,True,False,True,False,False,False,True,True,6
R01092,2.7.1.6,2,True,True,False,True,False,True,False,False,True,True,6
R13099,4.2.3.206,4,True,True,False,True,True,False,False,False,True,True,6
R06399,1.1.1.297,1,True,False,True,False,True,False,True,False,True,True,6
R01270,3.2.2.14,3,False,False,True,True,True,True,False,False,True,True,6
R06098,3.2.1.23|3.2.1.108,3,True,True,True,False,True,False,False,False,True,True,6
R12672,3.1.7.13,3,False,True,False,False,True,True,False,True,True,True,6
R13101,4.2.3.208,4,True,False,False,True,True,False,False,True,True,True,6
R12241,2.3.1.275,2,False,False,False,False,True,True,True,True,True,True,6
R02705,2.7.1.60,2,True,False,True,True,True,False,False,False,True,True,6
R04921,2.7.8.-,2,True,False,True,False,True,True,False,False,True,True,6
R10734,4.2.3.83,4,True,False,False,True,True,False,False,True,True,True,6
R03435,3.1.4.11,3,False,False,True,True,True,False,False,True,True,True,6
R10663,1.14.13.187,1,True,False,True,False,True,True,False,False,True,True,6
R13100,4.2.3.207,4,True,False,False,True,True,False,False,True,True,True,6
R00334,2.7.4.4,2,True,True,False,False,True,True,False,False,True,True,6
R04907,1.4.3.4,1,True,False,True,True,True,False,False,False,True,True,6
R04780,3.1.3.11,3,True,True,False,True,True,True,False,False,False,True,6
R07965,1.14.13.128,1,True,True,True,False,False,True,False,False,True,True,6
R08204,1.14.13.122,1,True,False,True,False,True,True,False,False,True,True,6
R01298,1.14.13.2|1.14.13.33,1,True,True,False,False,True,True,False,False,True,True,6
R00248,1.4.1.3|1.4.1.4|1.4.1.13,1,True,True,False,False,True,True,False,False,True,True,6
R09806,1.1.1.317,1,True,False,True,False,True,False,True,False,True,True,6
R08385,1.2.1.36,1,True,False,True,True,True,False,False,False,True,True,6
R02360,3.2.1.15|3.2.1.82,3,True,True,False,True,True,False,False,False,True,True,6
R01055,4.2.1.70,4,True,True,False,True,True,False,False,False,True,True,6
R03549,1.13.11.3,1,False,False,True,False,True,False,True,True,True,True,6
R07035,1.11.1.12,1,True,True,False,False,True,False,False,True,True,True,6
R08191,3.1.2.-,3,True,True,False,True,True,False,False,True,True,False,6
R07797,2.8.2.31,2,True,True,False,False,True,True,False,False,True,True,6
R08104,1.14.12.-,1,True,False,True,False,True,True,False,False,True,True,6
R09798,1.14.14.10,1,True,True,True,False,True,False,False,False,True,True,6
R03386,1.14.13.242,1,True,True,False,False,True,True,False,False,True,True,6
R10206,1.14.14.5|1.14.14.34,1,True,True,True,False,True,False,False,False,True,True,6
R05689,1.1.1.268,1,True,False,True,False,True,False,True,False,True,True,6
R05678,1.1.1.260,1,True,False,False,True,True,False,True,False,True,True,6
R00385,1.3.1.8,1,True,False,True,True,True,False,False,False,True,True,6
R08034,1.2.7.1|1.2.7.4|1.12.99.6,1,False,True,True,False,True,False,False,True,True,True,6
R06983,1.1.1.284,1,True,True,False,False,True,False,True,False,True,True,6
R04115,1.3.1.29,1,True,False,True,True,True,False,False,False,True,True,6
R02963,4.2.1.54,4,True,True,False,False,True,False,True,False,True,True,6
R09505,1.11.1.18,1,False,False,True,True,True,True,False,False,True,True,6
R09881,3.6.1.60,3,True,False,False,True,True,True,False,False,True,True,6
R09234,1.14.13.210,1,True,False,False,True,True,True,False,False,True,True,6
R13300,4.2.3.225,4,True,False,False,True,True,False,False,True,True,True,6
R12620,1.3.1.34,1,True,False,True,True,True,False,False,False,True,True,6
R00731,1.14.18.1,1,True,True,True,False,True,False,False,False,True,True,6
R06272,1.3.1.75,1,True,False,False,True,True,True,False,False,True,True,6
R13128,3.2.1.218,3,True,True,False,False,True,True,False,True,True,False,6
R10667,2.5.1.120,2,False,False,True,True,True,False,True,False,True,True,6
R01337,1.2.1.23,1,True,True,True,False,True,False,False,False,True,True,6
R11334,5.4.99.64,5,True,True,False,True,True,False,False,False,True,True,6
R12755,2.7.1.170,2,True,False,False,True,True,True,False,False,True,True,6
R00911,3.4.13.4,3,False,False,True,True,True,True,False,False,True,True,6
R05313,1.3.1.66,1,True,False,True,True,True,False,False,False,True,True,6
R09070,1.1.1.294,1,False,True,False,True,True,False,True,False,True,True,6
R06848,1.3.1.32,1,True,False,True,False,True,True,False,False,True,True,6
R08188,3.1.2.-,3,True,True,False,False,True,True,False,True,True,False,6
R08174,3.1.2.2,3,True,True,False,False,True,True,False,True,True,False,6
R02330,3.6.1.39,3,True,False,False,True,True,True,False,False,True,True,6
R01450,5.1.2.1,5,True,True,True,False,False,False,True,False,True,True,6
R11040,2.5.1.131,2,True,False,True,True,True,False,False,False,True,True,6
R02855,1.1.1.303,1,True,False,True,False,True,False,True,False,True,True,6
R06366,1.2.1.3,1,True,False,True,True,True,False,False,False,True,True,6
R00761,4.1.2.22,4,True,False,True,True,True,False,False,False,True,True,6
R11346,1.14.13.218,1,True,False,False,False,True,False,True,True,True,True,6
R12353,6.3.2.58,6,True,False,False,True,True,False,False,True,True,True,6
R01242,2.8.2.1,2,True,False,True,False,True,True,False,False,True,True,6
R12748,3.1.1.117,3,False,True,True,True,False,False,True,True,True,False,6
R10002,4.3.99.3,4,False,False,True,False,True,False,True,True,True,True,6
R05281,1.14.13.-,1,False,True,True,False,True,True,False,False,True,True,6
R03157,6.2.1.-,6,True,False,True,True,True,False,False,False,True,True,6
R11927,1.3.1.113,1,True,False,False,True,True,False,True,False,True,True,6
R12662,1.13.11.91,1,True,True,False,True,True,False,False,False,True,True,6
R06074,2.4.1.199,2,True,True,False,True,False,False,True,False,True,True,6
R10867,3.2.1.180,3,True,False,True,True,True,False,False,False,True,True,6
R11208,3.5.1.119,3,False,False,True,True,True,False,True,False,True,True,6
R08354,6.3.1.9,6,True,False,True,True,False,True,False,False,True,True,6
R04856,3.1.6.1|3.1.6.8,3,True,False,True,False,True,True,False,False,True,True,6
R02353,1.1.1.51|1.1.1.62,1,True,False,True,False,True,False,True,False,True,True,6
R07259,2.4.1.144,2,True,True,False,False,False,False,True,True,True,True,6
R02975,1.1.1.153|1.1.1.184,1,True,False,True,False,True,False,True,False,True,True,6
R12853,2.7.4.6,2,True,True,True,True,False,False,False,False,True,True,6
R13048,2.8.2.30,2,True,False,True,False,True,True,False,False,True,True,6
R03148,2.7.1.62,2,True,True,False,False,False,False,True,True,True,True,6
R09095,1.12.2.-|1.12.98.3,1,False,True,False,False,True,False,True,True,True,True,6
R10209,2.4.2.29,2,False,False,True,False,True,False,True,True,True,True,6
R03854,4.1.1.64,4,False,True,True,True,True,False,False,False,True,True,6
R01664,3.1.3.5|3.1.3.89|3.1.3.-,3,True,True,False,True,True,True,False,False,False,True,6
R08695,4.2.3.47,4,True,False,False,True,True,False,True,True,True,False,6
R01417,2.7.3.10,2,True,False,False,True,True,True,False,False,True,True,6
R07168,1.5.1.20|1.5.1.54,1,True,True,False,True,True,False,False,False,True,True,6
R01695,1.1.3.11,1,True,True,False,False,True,True,False,False,True,True,6
R01201,2.7.1.59,2,True,False,True,True,True,False,False,False,True,True,6
R05290,1.14.12.-,1,True,False,True,True,False,True,False,False,True,True,6
R11555,2.7.8.43,2,True,False,True,False,True,True,False,False,True,True,6
R04279,1.1.1.312,1,False,True,True,True,False,False,True,False,True,True,6
R00384,1.3.1.44,1,True,False,True,True,True,False,False,False,True,True,6
R08345,1.14.14.1,1,True,False,True,False,True,False,False,True,True,True,6
R11834,4.2.3.169,4,True,False,False,True,True,False,False,True,True,True,6
R00719,3.6.1.5|3.6.1.73,3,True,False,False,True,True,True,False,False,True,True,6
R05289,1.2.1.7|1.2.1.28,1,True,True,True,False,True,False,False,False,True,True,6
R02569,2.3.1.12,2,True,False,False,True,False,True,True,False,True,True,6
R05247,1.14.12.25,1,True,False,True,True,True,False,False,False,True,True,6
R04611,3.4.17.8,3,True,False,True,True,True,False,False,False,True,True,6
R09556,4.1.2.44,4,True,True,True,False,True,False,False,False,True,True,6
R11161,1.14.14.21,1,True,True,True,False,True,False,False,False,True,True,6
R13403,1.1.1.441,1,True,False,False,False,True,False,True,True,True,True,6
