reaction_id,true_ec,true_class,BEC-Pred_correct,CLAIRE_correct,SelenzymeRF_correct,SIMMER_correct,Theia_correct,BridgIT_correct,E-zyme1_correct,E-zyme2_correct,MajorityVote_correct,MajorityVoteCore4_correct,n_methods_correct
R11591,1.1.5.12,1,False,False,False,False,False,False,False,False,False,False,0
R01882,3.9.1.1,3,False,False,False,False,False,False,False,False,False,False,0
R00353,2.1.3.1,2,False,False,False,False,False,False,False,False,False,False,0
R12330,6.3.5.13,6,False,False,False,False,False,False,False,False,False,False,0
R00262,5.4.99.1,5,False,False,False,False,False,False,False,False,False,False,0
R01374,1.4.5.1,1,False,False,False,False,False,False,False,False,False,False,0
R01533,3.8.2.2,3,False,False,False,False,False,False,False,False,False,False,0
R12873,6.1.1.13,6,False,False,False,False,False,False,False,False,False,False,0
R12899,2.4.1.315,2,False,False,False,False,False,False,False,False,False,False,0
R12298,2.4.1.-,2,False,False,False,False,False,False,False,False,False,False,0
R06290,1.8.1.15,1,False,False,False,False,False,False,False,False,False,False,0
R07350,1.3.1.74|1.3.1.102,1,False,False,False,False,False,False,False,False,False,False,0
R12683,1.17.99.9,1,False,False,False,False,False,False,False,False,False,False,0
R12866,2.4.1.53,2,False,False,False,False,False,False,False,False,False,False,0
R12062,4.4.1.37,4,False,False,False,False,False,False,False,False,False,False,0
R01930,3.12.1.1,3,False,False,False,False,False,False,False,False,False,False,0
R10220,2.4.99.17,2,False,False,False,False,False,False,False,False,False,False,0
R07618,1.8.1.4,1,False,False,False,False,False,False,False,False,False,False,0
R04180,3.1.4.51,3,False,False,False,False,False,False,False,False,False,False,0
R05796,3.1.1.76,3,False,False,False,False,False,False,False,False,False,False,0
R05318,1.9.98.1,1,False,False,False,False,False,False,False,False,False,False,0
R06270,1.21.98.3,1,False,False,False,False,False,False,False,False,False,False,0
R06277,2.4.1.47,2,False,False,False,False,False,False,False,False,False,False,0
R13433,2.3.2.38,2,False,False,False,False,False,False,False,False,False,False,0
R09320,2.4.1.-,2,False,False,False,False,False,False,False,False,False,False,0
R04648,2.4.3.2,2,False,False,False,False,False,False,False,False,False,False,0
R12802,3.7.1.28,3,False,False,False,False,False,False,False,False,False,False,0
R10537,6.5.1.5,6,False,False,False,False,False,False,False,False,False,False,0
R09497,1.7.5.1,1,False,False,False,False,False,False,False,False,False,False,0
R10541,6.1.2.2,6,False,False,False,False,False,False,False,False,False,False,0
R07459,2.7.7.73|2.7.7.80,2,False,False,False,False,False,False,False,False,False,False,0
R11377,2.4.1.228,2,False,False,False,False,False,False,False,False,False,False,0
R13241,6.7.1.2,6,False,False,False,False,False,False,False,False,False,False,0
R11775,6.1.3.1,6,False,False,False,False,False,False,False,False,False,False,0
R06241,3.5.1.41,3,False,False,False,False,False,False,False,False,False,False,0
R02965,1.12.5.1,1,False,False,False,False,False,False,False,False,False,False,0
R02664,2.7.2.16,2,False,False,False,False,False,False,False,False,False,False,0
R07112,1.14.14.-,1,False,False,False,False,False,False,False,False,False,False,0
R12296,2.4.1.-,2,False,False,False,False,False,False,False,False,False,False,0
R13331,1.14.19.80,1,False,False,False,False,False,False,False,False,False,False,0
R06178,2.4.99.28,2,False,False,False,False,False,False,False,False,False,False,0
R06278,2.4.1.43,2,False,False,False,False,False,False,False,False,False,False,0
R10797,1.17.98.3,1,False,False,False,False,False,False,False,False,False,False,0
R06243,5.4.99.15,5,False,False,False,False,False,False,False,False,False,False,0
R02999,1.16.1.6,1,False,False,False,False,False,False,False,False,False,False,0
R08218,6.1.1.11,6,False,False,False,False,False,False,False,False,False,False,0
R12947,4.3.99.5,4,False,False,False,False,False,False,False,False,False,False,0
R02409,1.8.4.3,1,False,False,False,False,False,False,False,False,False,False,0
R08999,1.14.14.-,1,False,False,False,False,False,False,False,False,False,False,0
R12539,1.14.14.22|1.14.99.46,1,False,False,False,False,False,False,False,False,False,False,0
R11344,1.1.5.11,1,False,False,False,False,False,False,False,False,False,False,0
R02929,6.3.1.6,6,False,False,False,False,False,False,False,False,False,False,0
R04007,1.11.1.7|1.11.1.21,1,False,False,False,False,False,False,False,False,False,False,0
R12951,2.7.1.235,2,False,False,False,False,False,False,False,False,False,False,0
R05276,1.21.1.2,1,False,False,False,False,False,False,False,False,False,False,0
R12602,1.11.1.28,1,False,False,False,False,False,False,False,False,False,False,0
R11407,2.4.1.312,2,False,False,False,False,False,False,False,False,False,False,0
R09298,2.4.3.1,2,False,False,False,False,False,False,False,False,False,False,0
R13196,4.2.99.25,4,False,False,False,False,False,False,False,False,False,False,0
R10660,1.3.4.1,1,False,False,False,False,False,False,False,False,False,False,0
R03877,6.6.1.1,6,False,False,False,False,False,False,False,False,False,False,0
R00507,3.6.2.2,3,False,False,False,False,False,False,False,False,False,False,0
R05218,1.16.8.-,1,False,False,False,False,False,False,False,False,False,False,0
R04564,2.4.3.8,2,False,False,False,False,False,False,False,False,False,False,0
R03295,1.5.5.3,1,False,False,False,False,False,False,False,False,False,False,0
R13344,1.21.3.11,1,False,False,False,False,False,False,False,False,False,False,0
R06073,2.4.1.14,2,False,False,False,False,False,False,False,False,False,False,0
R04273,5.2.1.8,5,False,False,False,False,False,False,False,False,False,False,0
R07619,2.4.1.-,2,False,False,False,False,False,False,False,False,False,False,0
R05746,1.20.1.1,1,False,False,False,False,False,False,False,False,False,False,0
R12080,2.4.1.288,2,False,False,False,False,False,False,False,False,False,False,0
R12953,2.6.1.121,2,False,False,False,False,False,False,False,False,False,False,0
R05227,6.6.1.2,6,False,False,False,False,False,False,False,False,False,False,0
R10974,3.13.1.4,3,False,False,False,False,False,False,False,False,False,False,0
R00381,6.5.1.1|6.5.1.6|6.5.1.7,6,False,False,False,False,False,False,False,False,False,False,0
R12098,3.13.2.3,3,False,False,False,False,False,False,False,False,False,False,0
R00192,3.13.2.1,3,False,False,False,False,False,False,False,False,False,False,0
R13388,1.97.1.14,1,False,False,False,False,False,False,False,False,False,False,0
R13248,4.2.2.29,4,False,False,False,False,False,False,False,False,False,False,0
R12867,6.1.1.13,6,False,False,False,False,False,False,False,False,False,False,0
R12817,2.4.1.-,2,False,False,False,False,False,False,False,False,False,False,0
R13299,2.3.1.315,2,False,False,False,False,False,False,False,False,False,False,0
R11715,2.4.3.2,2,False,False,False,False,False,False,False,False,False,False,0
R07640,6.5.1.3,6,False,False,False,False,False,False,False,False,False,False,0
R11947,1.13.11.18,1,False,False,False,False,False,False,False,False,False,False,0
R12041,2.4.1.346,2,False,False,False,False,False,False,False,False,False,False,0
R03488,2.4.3.9,2,False,False,False,False,False,False,False,False,False,False,0
R04242,3.4.19.9,3,False,False,False,False,False,False,False,False,False,False,0
R13425,1.14.15.43,1,False,False,False,False,False,False,False,False,False,False,0
R08035,1.8.1.22,1,False,False,False,False,False,False,False,False,False,False,0
R06177,2.4.99.28,2,False,False,False,False,False,False,False,False,False,False,0
R12741,2.4.1.379,2,False,False,False,False,False,False,False,False,False,False,0
R13355,4.3.3.9,4,False,False,False,False,False,False,False,False,False,False,0
R12454,1.3.98.5,1,False,False,False,False,False,False,False,False,False,False,0
R12903,2.4.1.-,2,False,False,False,False,False,False,False,False,False,False,0
R12481,1.3.98.-,1,False,False,False,False,False,False,False,False,False,False,0
R11103,2.3.2.28,2,False,False,False,False,False,False,False,False,False,False,0
R13112,4.4.1.43,4,False,False,False,False,False,False,False,False,False,False,0
R12636,2.4.3.10,2,False,False,False,False,False,False,False,False,False,False,0
R04630,2.4.3.9,2,False,False,False,False,False,False,False,False,False,False,0
R13309,3.5.99.12,3,False,False,False,False,False,False,False,False,False,False,0
R12974,1.1.3.29,1,False,False,False,False,False,False,False,False,False,False,0
R03738,3.5.99.13,3,False,False,False,False,False,False,False,False,False,False,0
R12946,2.8.4.6,2,False,False,False,False,False,False,False,False,False,False,0
R11017,1.4.99.6,1,False,False,False,False,False,False,False,False,False,False,0
R04649,2.4.3.8,2,False,False,False,False,False,False,False,False,False,False,0
R12950,2.6.1.121,2,False,False,False,False,False,False,False,False,False,False,0
R07814,3.10.1.1,3,False,False,False,False,False,False,False,False,False,False,0
R13407,1.13.11.95,1,False,False,False,False,False,False,False,False,False,False,0
R13382,1.14.19.80,1,False,False,False,False,False,False,False,False,False,False,0
R04859,2.5.1.47|2.5.1.49,2,False,False,False,False,False,False,False,False,False,False,0
R12754,1.17.98.-,1,False,False,False,False,False,False,False,False,False,False,0
R13366,3.13.2.4,3,False,False,False,False,False,False,False,False,False,False,0
R13133,4.8.1.8,4,False,False,False,False,False,False,False,False,False,False,0
R09296,2.4.1.222,2,False,False,False,False,False,False,False,False,False,False,0
R13025,1.5.3.25,1,False,False,False,False,False,False,False,False,False,False,0
R07812,3.1.6.13,3,False,False,False,False,False,False,False,False,False,False,0
R13163,2.4.2.-,2,False,False,False,False,False,False,False,False,False,False,0
R09299,2.4.1.-,2,False,False,False,False,False,False,False,False,False,False,0
R04596,2.4.3.6,2,False,False,False,False,False,False,False,False,False,False,0
R04248,4.99.1.-,4,False,False,False,False,False,False,False,False,False,False,0
R13376,1.3.1.128,1,False,False,False,False,False,False,False,False,False,False,0
R13368,3.13.2.4,3,False,False,False,False,False,False,False,False,False,False,0
R00150,2.7.2.2,2,False,False,False,False,False,False,False,False,False,False,0
R12038,2.4.1.345,2,False,False,False,False,False,False,False,False,False,False,0
R12801,3.4.14.14,3,False,False,False,False,False,False,False,False,False,False,0
R04598,1.13.11.29,1,False,False,False,False,False,False,False,False,False,False,0
R01257,1.1.5.4,1,False,False,False,False,False,False,False,False,False,False,0
R02596,1.11.1.7|1.11.1.21,1,False,False,False,False,False,False,False,False,False,False,0
R06028,2.4.1.16,2,False,False,False,False,False,False,False,False,False,False,0
R07621,2.4.1.-,2,False,False,False,False,False,False,False,False,False,False,0
R01053,6.3.4.7,6,False,False,False,False,False,False,False,False,False,False,0
R00009,1.11.1.6|1.11.1.21,1,False,False,False,False,False,False,False,False,False,False,0
R06974,6.3.1.21,6,False,False,False,False,False,False,False,False,False,False,0
R04656,2.4.3.6,2,False,False,False,False,False,False,False,False,False,False,0
R11878,1.8.3.7,1,False,False,False,False,False,False,False,False,False,False,0
R11143,6.3.1.20,6,False,False,False,False,False,False,False,False,False,False,0
R12879,1.14.14.-,1,False,False,False,False,False,False,False,False,False,False,0
R03477,2.1.4.2,2,False,False,False,False,False,False,False,True,False,False,1
R12949,2.6.1.121,2,False,False,False,False,False,False,False,True,False,False,1
R10741,1.14.20.-,1,False,False,False,False,True,False,False,False,False,False,1
R11615,2.3.1.261,2,False,False,False,False,True,False,False,False,False,False,1
R02718,6.1.1.13,6,False,False,False,False,False,False,False,True,False,False,1
R11881,1.16.3.3,1,False,False,False,False,True,False,False,False,False,False,1
R12582,2.9.1.3,2,False,False,True,False,False,False,False,False,False,False,1
R13189,2.7.11.35|2.7.11.38|2.7.11.39,2,False,False,True,False,False,False,False,False,False,False,1
R12686,1.4.3.26,1,False,False,True,False,False,False,False,False,False,False,1
R09518,1.14.18.3,1,False,False,True,False,False,False,False,False,False,False,1
R12941,3.4.17.25,3,False,False,False,False,False,True,False,False,False,False,1
R11420,2.4.2.-,2,False,False,False,False,True,False,False,False,False,False,1
R12413,6.3.2.-,6,False,True,False,False,False,False,False,False,False,False,1
R12274,1.14.14.170,1,False,False,False,False,True,False,False,False,False,False,1
R05273,1.2.3.9,1,False,False,False,False,True,False,False,False,False,False,1
R07663,1.14.13.-,1,False,True,False,False,False,False,False,False,False,False,1
R13164,2.4.2.-,2,False,False,False,False,True,False,False,False,False,False,1
R05037,1.14.20.4,1,False,False,False,False,True,False,False,False,False,False,1
R01485,2.3.2.7,2,False,True,False,False,False,False,False,False,False,False,1
R05629,2.7.8.13,2,True,False,False,False,False,False,False,False,False,False,1
R13444,1.3.1.94,1,False,False,False,False,False,False,True,False,False,False,1
R07226,1.21.4.2,1,False,False,False,False,True,False,False,False,False,False,1
R02584,2.7.10.1|2.7.10.2|2.7.10.3|2.7.12.1,2,False,False,False,False,False,True,False,False,False,False,1
R03645,1.17.4.4,1,True,False,False,False,False,False,False,False,False,False,1
R07960,1.13.12.-,1,False,False,False,False,True,False,False,False,False,False,1
R09421,1.14.14.1|1.14.14.-,1,False,False,True,False,False,False,False,False,False,False,1
R05236,1.2.1.61,1,True,False,False,False,False,False,False,False,False,False,1
R07295,2.8.3.25,2,False,False,False,False,False,True,False,False,False,False,1
R08403,4.3.2.4,4,False,False,False,False,False,False,True,False,False,False,1
R03439,1.14.99.2,1,False,False,False,False,False,True,False,False,False,False,1
R02628,2.7.3.9,2,False,False,True,False,False,False,False,False,False,False,1
R05307,1.2.1.-,1,False,False,False,False,True,False,False,False,False,False,1
R10936,4.2.1.155,4,False,False,True,False,False,False,False,False,False,False,1
R01585,6.3.4.12,6,False,False,False,False,False,True,False,False,False,False,1
R06250,3.1.1.11,3,False,False,False,True,False,False,False,False,False,False,1
R07971,1.13.12.-,1,False,False,False,False,True,False,False,False,False,False,1
R08304,1.14.14.-,1,False,False,True,False,False,False,False,False,False,False,1
R04216,2.4.99.18,2,False,False,False,False,False,False,False,True,False,False,1
R11190,3.4.14.13,3,False,False,False,False,False,True,False,False,False,False,1
R00700,1.12.1.2|1.12.1.5,1,False,False,False,False,True,False,False,False,False,False,1
R03274,2.7.11.15,2,True,False,False,False,False,False,False,False,False,False,1
R12938,2.6.1.123,2,False,False,False,False,False,False,False,True,False,False,1
R04249,1.1.99.-,1,False,False,False,False,False,False,True,False,False,False,1
R07181,1.12.1.3|1.12.1.5,1,False,False,False,False,True,False,False,False,False,False,1
R05036,1.14.20.4,1,False,False,False,False,True,False,False,False,False,False,1
R12087,2.3.1.272,2,False,False,False,False,True,False,False,False,False,False,1
R10381,1.14.21.-,1,False,False,False,False,True,False,False,False,False,False,1
R07821,3.1.6.13,3,True,False,False,False,False,False,False,False,False,False,1
R11466,2.1.1.-,2,False,True,False,False,False,False,False,False,False,False,1
R11616,2.3.1.261,2,False,False,False,False,True,False,False,False,False,False,1
R09735,2.10.1.1,2,False,False,False,False,True,False,False,False,False,False,1
R05267,2.5.1.-,2,False,False,False,False,True,False,False,False,False,False,1
R06280,3.1.6.1|3.1.6.8,3,True,False,False,False,False,False,False,False,False,False,1
R08327,1.14.14.-,1,False,False,True,False,False,False,False,False,False,False,1
R05797,3.1.1.75,3,False,False,False,True,False,False,False,False,False,False,1
R05637,4.6.1.12,4,False,False,False,False,False,False,False,False,False,True,1
R10438,1.8.1.18,1,True,False,False,False,False,False,False,False,False,False,1
R12952,2.6.1.121,2,False,False,False,False,False,False,False,True,False,False,1
R12506,2.1.4.3,2,False,False,False,False,False,False,False,True,False,False,1
R03685,4.2.1.179,4,True,False,False,False,False,False,False,False,False,False,1
R12910,1.14.13.248,1,False,False,False,False,True,False,False,False,False,False,1
R11941,2.7.3.13,2,False,False,False,False,True,False,False,False,False,False,1
R12352,6.3.5.-,6,False,False,False,False,False,True,False,False,False,False,1
R08550,1.8.1.4,1,False,True,False,False,False,False,False,False,False,False,1
R05125,5.3.3.24,5,False,True,False,False,False,False,False,False,False,False,1
R12721,6.2.1.66,6,False,False,False,False,False,False,False,True,False,False,1
R06913,4.2.1.-,4,False,True,False,False,False,False,False,False,False,False,1
R09644,3.6.1.75,3,False,True,False,False,False,False,False,False,False,False,1
R09588,6.1.2.1,6,False,False,True,False,False,False,False,False,False,False,1
R07359,1.6.5.2|1.6.5.10,1,True,False,False,False,False,False,False,False,False,False,1
R08846,4.3.1.22,4,False,False,False,False,True,False,False,False,False,False,1
R02598,3.1.4.40,3,True,False,False,False,False,False,False,False,False,False,1
R07477,2.5.1.46,2,False,False,False,False,True,False,False,False,False,False,1
R08092,1.3.99.-,1,False,False,False,False,True,False,False,False,False,False,1
R03787,1.3.1.41,1,False,False,False,False,True,False,False,False,False,False,1
R05642,5.1.2.-,5,False,True,False,False,False,False,False,False,False,False,1
R07066,1.14.14.-,1,False,False,True,False,False,False,False,False,False,False,1
R07099,1.14.14.1|1.14.14.-,1,False,False,True,False,False,False,False,False,False,False,1
R08759,1.14.15.15,1,False,False,False,False,True,False,False,False,False,False,1
R12823,2.4.1.-,2,False,False,False,True,False,False,False,False,False,False,1
R04555,2.7.11.31,2,True,False,False,False,False,False,False,False,False,False,1
R00364,1.4.2.1,1,False,False,False,False,True,False,False,False,False,False,1
R05291,1.14.12.-,1,False,False,True,False,False,False,False,False,False,False,1
R08391,1.14.14.1|1.14.14.-,1,False,False,True,False,False,False,False,False,False,False,1
R09445,1.7.5.2,1,False,True,False,False,False,False,False,False,False,False,1
R05843,1.13.11.-,1,False,False,False,False,True,False,False,False,False,False,1
R04208,6.3.3.1,6,False,False,False,True,False,False,False,False,False,False,1
R13013,1.14.11.78,1,False,False,False,True,False,False,False,False,False,False,1
R12585,1.14.18.12,1,False,False,True,False,False,False,False,False,False,False,1
R13142,1.14.14.173,1,False,False,False,False,False,False,False,False,False,True,1
R10368,1.14.21.-,1,False,False,False,False,True,False,False,False,False,False,1
R13384,1.5.3.27,1,False,False,False,False,False,False,True,False,False,False,1
R11710,1.17.98.2,1,False,False,True,False,False,False,False,False,False,False,1
R13233,1.3.1.126,1,False,False,False,False,False,False,True,False,False,False,1
R13110,1.14.11.81,1,True,False,False,False,False,False,False,False,False,False,1
R04059,1.10.1.1,1,False,False,False,False,True,False,False,False,False,False,1
R07972,1.13.12.-,1,False,False,False,False,True,False,False,False,False,False,1
R12407,1.14.20.-,1,False,False,False,False,True,False,False,False,False,False,1
R02979,1.3.99.-,1,False,False,True,False,False,False,False,False,False,False,1
R05063,4.1.3.-,4,False,False,True,False,False,False,False,False,False,False,1
R10740,1.14.20.-,1,False,False,False,False,False,False,False,True,False,False,1
R08303,1.14.14.-,1,False,False,True,False,False,False,False,False,False,False,1
R10419,1.8.1.18,1,True,False,False,False,False,False,False,False,False,False,1
R02544,1.3.1.7,1,False,False,False,True,False,False,False,False,False,False,1
R10634,2.3.1.286,2,False,False,False,False,True,False,False,False,False,False,1
R10742,1.14.20.-,1,False,False,False,False,True,False,False,False,False,False,1
R07902,3.2.1.-,3,False,False,True,False,False,False,False,False,False,False,1
R05438,1.14.12.-,1,False,False,False,False,True,False,False,False,False,False,1
R09550,1.1.98.2,1,False,False,True,False,False,False,False,False,False,False,1
R03627,5.2.1.5,5,False,False,False,False,False,False,True,False,False,False,1
R05171,3.5.3.21,3,False,False,False,False,False,False,True,False,False,False,1
R10463,2.7.7.87,2,False,False,False,True,False,False,False,False,False,False,1
R05436,1.14.12.-,1,False,False,False,False,True,False,False,False,False,False,1
R04857,3.5.3.-,3,False,True,False,False,False,False,False,False,False,False,1
R08529,3.1.7.3,3,False,False,False,False,False,True,False,False,False,False,1
R09952,5.3.99.11,5,False,False,True,False,False,False,False,False,False,False,1
R12859,2.7.8.33,2,False,False,True,False,False,False,False,False,False,False,1
R12611,1.11.2.6,1,True,False,False,False,False,False,False,False,False,False,1
R00337,3.2.1.42,3,False,False,False,False,False,True,False,False,False,False,1
R12816,2.7.8.-,2,False,False,True,False,False,False,False,False,False,False,1
R00753,4.1.2.36,4,False,True,False,False,False,False,False,False,False,False,1
R10075,1.3.1.92,1,False,False,False,True,False,False,False,False,False,False,1
R05625,2.7.1.238,2,False,True,False,False,False,False,False,False,False,False,1
R03345,4.1.2.24,4,False,False,False,False,True,False,False,False,False,False,1
R09499,1.8.2.3,1,True,False,False,False,False,False,False,False,False,False,1
R07625,2.4.1.-,2,False,True,False,False,False,False,False,False,False,False,1
R00686,5.1.1.11,5,False,False,False,False,False,False,True,False,False,False,1
R05565,1.14.15.-,1,False,False,False,False,True,False,False,False,False,False,1
R10247,2.8.1.10,2,False,False,False,False,False,False,True,False,False,False,1
R01312,3.1.4.3,3,False,False,True,False,False,True,False,False,False,False,2
R11048,1.5.3.5,1,False,False,False,False,True,True,False,False,False,False,2
R07829,5.5.1.-,5,False,False,False,False,True,False,True,False,False,False,2
R11050,1.5.3.6,1,False,False,False,False,True,True,False,False,False,False,2
R13177,2.3.1.190,2,False,False,False,False,True,False,True,False,False,False,2
R06225,3.2.1.165,3,False,False,False,True,True,False,False,False,False,False,2
R12018,1.14.19.55,1,False,True,False,False,True,False,False,False,False,False,2
R12420,1.5.3.-,1,False,True,False,False,True,False,False,False,False,False,2
R00361,1.1.5.4,1,False,False,True,False,False,False,False,False,False,True,2
R10677,6.3.1.17,6,False,False,False,False,True,True,False,False,False,False,2
R05244,1.6.5.6,1,False,False,True,False,True,False,False,False,False,False,2
R01019,1.2.5.2,1,True,False,True,False,False,False,False,False,False,False,2
R08295,3.1.1.1,3,False,False,True,False,False,True,False,False,False,False,2
R04673,2.2.1.6,2,False,False,True,False,True,False,False,False,False,False,2
R07075,1.14.14.-,1,False,False,True,False,True,False,False,False,False,False,2
R09591,6.3.1.13,6,False,False,True,False,False,True,False,False,False,False,2
R03299,1.14.14.9,1,False,False,True,False,False,True,False,False,False,False,2
R05049,1.2.1.71,1,True,False,False,False,True,False,False,False,False,False,2
R13419,2.3.1.277,2,False,False,True,False,False,False,False,False,False,True,2
R07190,1.14.14.36,1,False,False,True,False,False,False,False,False,False,True,2
R02625,2.7.13.1,2,True,False,False,False,True,False,False,False,False,False,2
R05569,3.8.1.8,3,False,False,True,False,False,True,False,False,False,False,2
R03198,1.2.1.33,1,True,True,False,False,False,False,False,False,False,False,2
R12075,2.7.8.35,2,False,False,True,False,False,False,False,False,False,True,2
R01768,1.17.1.4,1,True,False,False,False,True,False,False,False,False,False,2
R04444,1.2.1.88,1,True,False,False,False,True,False,False,False,False,False,2
R05353,1.2.1.85,1,True,False,False,False,True,False,False,False,False,False,2
R11956,2.1.5.1,2,False,False,True,False,True,False,False,False,False,False,2
R08294,1.14.14.1|1.14.14.-,1,True,False,True,False,False,False,False,False,False,False,2
R00478,4.1.3.14,4,False,False,False,False,False,True,True,False,False,False,2
R00012,2.7.7.45,2,True,False,False,False,False,False,False,False,False,True,2
R11925,6.2.1.51,6,True,False,False,False,False,True,False,False,False,False,2
R12390,3.1.1.106,3,False,True,False,False,True,False,False,False,False,False,2
R05723,1.14.20.4,1,False,False,True,False,True,False,False,False,False,False,2
R12914,5.3.99.12,5,False,False,False,False,True,False,False,False,False,True,2
R05437,1.14.12.-,1,True,False,False,False,True,False,False,False,False,False,2
R00437,2.7.7.8,2,True,False,False,False,False,False,False,False,False,True,2
R05207,2.3.2.-,2,False,False,False,False,False,False,False,True,True,False,2
R01703,1.11.1.3,1,False,False,False,False,False,False,True,False,True,False,2
R00044,1.21.3.2,1,False,True,False,False,True,False,False,False,False,False,2
R12164,2.8.5.2,2,False,False,False,False,True,False,False,False,False,True,2
R12797,3.1.6.21,3,True,True,False,False,False,False,False,False,False,False,2
R02892,1.3.1.22,1,False,False,False,True,True,False,False,False,False,False,2
R02893,1.3.1.3,1,False,False,False,True,True,False,False,False,False,False,2
R00865,1.1.2.2,1,True,False,False,False,True,False,False,False,False,False,2
R10846,5.4.1.4,5,False,False,False,True,False,False,False,False,True,False,2
R00213,4.3.1.13,4,False,False,False,False,True,False,True,False,False,False,2
R01451,1.3.1.21,1,False,False,True,False,True,False,False,False,False,False,2
R12984,2.4.1.387,2,False,True,False,True,False,False,False,False,False,False,2
R05567,1.14.15.-,1,False,False,False,False,True,False,False,False,False,True,2
R10149,1.8.5.5,1,False,False,False,False,True,False,False,False,False,True,2
R11488,1.8.5.5,1,False,False,True,False,False,False,False,False,False,True,2
R01341,1.1.3.15,1,True,False,False,False,False,True,False,False,False,False,2
R05821,1.1.3.28,1,True,True,False,False,False,False,False,False,False,False,2
R03974,3.1.2.27,3,True,False,False,False,True,False,False,False,False,False,2
R10068,1.14.13.81,1,True,False,False,False,False,True,False,False,False,False,2
R09567,1.13.12.17,1,False,False,True,False,True,False,False,False,False,False,2
R11629,6.4.1.9,6,False,False,False,True,False,False,False,False,False,True,2
R12729,6.2.1.68,6,True,False,False,False,False,True,False,False,False,False,2
R03971,2.3.2.2,2,False,False,True,False,False,False,False,True,False,False,2
R01031,4.5.1.2,4,False,False,False,False,False,True,True,False,False,False,2
R11487,1.8.5.6,1,False,False,True,False,False,False,False,False,False,True,2
R13011,1.13.11.93,1,False,True,False,False,False,False,True,False,False,False,2
R12204,3.1.1.-,3,False,False,False,False,True,True,False,False,False,False,2
R11723,6.3.2.50,6,False,False,True,False,True,False,False,False,False,False,2
R05593,3.7.1.21,3,False,True,False,False,True,False,False,False,False,False,2
R11539,2.8.3.25,2,False,False,True,False,False,True,False,False,False,False,2
R07417,1.2.1.99,1,True,False,False,False,True,False,False,False,False,False,2
R01401,3.2.2.9|3.2.2.16,3,False,False,False,False,True,True,False,False,False,False,2
R03905,6.3.5.7,6,False,False,True,False,False,False,False,False,False,True,2
R05748,1.20.4.2,1,False,False,False,True,True,False,False,False,False,False,2
R10152,1.8.5.4,1,False,False,False,False,False,False,False,False,True,True,2
R07056,1.14.14.1|1.14.14.-,1,False,False,True,False,False,True,False,False,False,False,2
R06934,4.2.1.-,4,False,True,True,False,False,False,False,False,False,False,2
R05170,3.5.3.21,3,True,False,False,False,False,True,False,False,False,False,2
R10211,3.1.1.-,3,False,True,False,False,True,False,False,False,False,False,2
R05724,1.14.12.17,1,True,False,False,False,True,False,False,False,False,False,2
R11095,3.9.1.2,3,False,False,True,False,False,False,False,False,False,True,2
R12020,1.14.19.55,1,False,False,False,True,True,False,False,False,False,False,2
R13022,1.4.1.28,1,True,False,False,False,False,False,False,False,True,False,2
R09718,4.1.3.41,4,False,False,False,False,False,True,True,False,False,False,2
R05086,4.2.3.1,4,False,False,False,False,False,True,False,True,False,False,2
R01358,3.1.2.11,3,True,False,False,False,True,False,False,False,False,False,2
R12410,6.3.2.-,6,False,True,False,False,False,False,True,False,False,False,2
R07311,3.13.1.3,3,False,False,False,False,False,True,False,False,True,False,2
R00441,2.7.7.6|2.7.7.48,2,True,True,False,False,False,False,False,False,False,False,2
R10512,1.8.1.19,1,True,True,False,False,False,False,False,False,False,False,2
R09408,1.14.14.1|1.14.14.-,1,False,False,False,False,True,True,False,False,False,False,2
R01515,3.6.1.7,3,False,False,False,False,True,True,False,False,False,False,2
R00256,1.4.1.13|1.4.1.14|1.4.7.1|2.6.1.85,1|2,False,False,False,False,False,True,False,True,False,False,2
R01825,1.2.1.72,1,True,False,False,False,True,False,False,False,False,False,2
R05317,1.3.3.10,1,False,False,False,False,True,False,True,False,False,False,2
R11495,1.17.3.4,1,False,False,False,False,True,False,False,False,False,True,2
R12771,1.13.11.92,1,False,True,False,False,True,False,False,False,False,False,2
R10633,2.3.1.286,2,False,False,True,False,True,False,False,False,False,False,2
R00305,1.1.5.9,1,True,False,False,False,False,False,False,False,False,True,2
R09581,1.14.14.40,1,False,False,True,False,False,False,False,False,False,True,2
R01150,6.3.2.4,6,True,False,False,False,True,False,False,False,False,False,2
R05635,3.5.1.88,3,False,False,False,False,False,False,True,False,True,False,2
R12196,3.1.1.-,3,False,False,False,False,True,True,False,False,False,False,2
R12724,1.3.98.7,1,False,False,True,False,False,False,False,False,False,True,2
R09185,4.1.3.-,4,False,True,False,False,True,False,False,False,False,False,2
R13186,2.3.1.313,2,False,False,False,False,False,False,True,True,False,False,2
R04906,6.3.2.-,6,False,True,False,False,True,False,False,False,False,False,2
R09717,4.1.3.41,4,False,False,False,False,False,True,True,False,False,False,2
R03028,1.3.8.6|7.2.4.5,1|7,False,False,False,False,False,False,False,True,True,False,2
R00483,6.3.1.1|6.3.5.4,6,True,False,False,False,True,False,False,False,False,False,2
R12394,6.2.1.57,6,True,False,False,False,False,True,False,False,False,False,2
R07001,1.14.14.1|1.14.14.-,1,False,False,True,False,True,False,False,False,False,False,2
R11862,4.3.2.8,4,True,False,False,False,False,True,False,False,False,True,3
R09462,1.11.2.3,1,True,False,False,False,False,False,False,False,True,True,3
