idx,rxn,rxn_class,r,p,rxn_class_th,class_id,split
2279,CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].NC(=O)CC[C@H]([NH3+])C(=O)[O-].NC(=O)CC[C@H]([NH3+])C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=O>>NC1=C/C(=C2/C=C(N)C(=O)NC2=O)C(=O)NC1=O.CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.[H]O[H].[H]O[H],4.3.3.9,CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].NC(=O)CC[C@H]([NH3+])C(=O)[O-].NC(=O)CC[C@H]([NH3+])C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=O,NC1=C/C(=C2/C=C(N)C(=O)NC2=O)C(=O)NC1=O.CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.[H]O[H].[H]O[H],4.3.3,126,train
2280,C=CC1=C2CC3=C(C)C(C=C)=C(CC4=C(C)C(CCC(=O)[O-])=C(CC5=C(CCC(=O)[O-])C(C)=C(CC(=C1C)N2)N5)N4)N3.[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O.[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O.[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O>>C=CC1=C(C)C2=N/C1=C\C1=C(C)C(CCC(=O)[O-])=C(/C=C3\N=C(/C=C4\N/C(=C\2)C(C=C)=C4C)C(C)=C3CCC(=O)[O-])N1.[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*].[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*].[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*],1.3.5.3,C=CC1=C2CC3=C(C)C(C=C)=C(CC4=C(C)C(CCC(=O)[O-])=C(CC5=C(CCC(=O)[O-])C(C)=C(CC(=C1C)N2)N5)N4)N3.[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O.[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O.[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O,C=CC1=C(C)C2=N/C1=C\C1=C(C)C(CCC(=O)[O-])=C(/C=C3\N=C(/C=C4\N/C(=C\2)C(C=C)=C4C)C(C)=C3CCC(=O)[O-])N1.[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*].[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*].[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*],1.3.5,172,train
2281,NC(=O)[C@@H]1CCC[NH2+]C1.[H]O[H]>>O=C([O-])[C@@H]1CCC[NH2+]C1.[H][N+]([H])([H])[H],3.5.1.100,NC(=O)[C@@H]1CCC[NH2+]C1.[H]O[H],O=C([O-])[C@@H]1CCC[NH2+]C1.[H][N+]([H])([H])[H],3.5.1,60,train
2282,[H][C@@]12NC3=C(C=CC=C3)[C@]13C[C@H]1C([C@H]4C[C@]2([H])[NH+]1[C@H](O)[C@H]4CC)[C@H]3OC(C)=O.[H]O[H]>>[H][C@@]12C3C[C@]4(C5=C(C=CC=C5)N[C@@]4([H])[C@]4([H])C[C@H]1[C@H](CC)[C@@H](O)[NH+]34)[C@@H]2O.CC(=O)[O-].[H+],3.1.1.80,[H][C@@]12NC3=C(C=CC=C3)[C@]13C[C@H]1C([C@H]4C[C@]2([H])[NH+]1[C@H](O)[C@H]4CC)[C@H]3OC(C)=O.[H]O[H],[H][C@@]12C3C[C@]4(C5=C(C=CC=C5)N[C@@]4([H])[C@]4([H])C[C@H]1[C@H](CC)[C@@H](O)[NH+]34)[C@@H]2O.CC(=O)[O-].[H+],3.1.1,13,train
2283,O=C([O-])C1=CC(O)=C(O)C=C1.[H]C([H])=O.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H]>>COC1=CC(C(=O)[O-])=CC=C1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.[H+],1.14.13.82,O=C([O-])C1=CC(O)=C(O)C=C1.[H]C([H])=O.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H],COC1=CC(C(=O)[O-])=CC=C1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.[H+],1.14.13,30,train
2284,[H][C@@]12CC=C3C[C@@H](O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)C(=O)CC[C@@]21[H].O=S(=O)([O-])[O-].[H+]>>[H][C@@]12CC=C3C[C@@H](OS(=O)(=O)[O-])CC[C@]3(C)[C@@]1([H])CC[C@]1(C)C(=O)CC[C@@]21[H].[H]O[H],3.1.6.2,[H][C@@]12CC=C3C[C@@H](O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)C(=O)CC[C@@]21[H].O=S(=O)([O-])[O-].[H+],[H][C@@]12CC=C3C[C@@H](OS(=O)(=O)[O-])CC[C@]3(C)[C@@]1([H])CC[C@]1(C)C(=O)CC[C@@]21[H].[H]O[H],3.1.6,125,train
2285,O=C1NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O1.[H]O[H]>>O=C1NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])[O-])O1.O=P([O-])([O-])OP(=O)([O-])O.[H+],3.6.1.66,O=C1NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O1.[H]O[H],O=C1NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])[O-])O1.O=P([O-])([O-])OP(=O)([O-])O.[H+],3.6.1,37,train
2286,S1[Fe]S[Fe+]1.S1[Fe]S[Fe+]1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[H+].[H+]>>[H][H].[H][H].S1[Fe+]S[Fe+]1.S1[Fe+]S[Fe+]1.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1,1.12.1.4,S1[Fe]S[Fe+]1.S1[Fe]S[Fe+]1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[H+].[H+],[H][H].[H][H].S1[Fe+]S[Fe+]1.S1[Fe+]S[Fe+]1.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1,1.12.1,109,train
2287,*C(=O)N[C@@H]1[C@@H](O)CC(O)(C(=O)[O-])O[C@@]1([H])[C@H](O)[C@H](O)CO.NC1=NC(=O)N([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C=C1.[H+]>>*C(=O)N[C@@H]1[C@@H](O)C[C@@](OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(N)=NC3=O)[C@H](O)[C@@H]2O)(C(=O)[O-])O[C@@]1([H])[C@@H](O)[C@@H](O)CO.[H]O[H],3.1.4.40,*C(=O)N[C@@H]1[C@@H](O)CC(O)(C(=O)[O-])O[C@@]1([H])[C@H](O)[C@H](O)CO.NC1=NC(=O)N([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C=C1.[H+],*C(=O)N[C@@H]1[C@@H](O)C[C@@](OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(N)=NC3=O)[C@H](O)[C@@H]2O)(C(=O)[O-])O[C@@]1([H])[C@@H](O)[C@@H](O)CO.[H]O[H],3.1.4,15,train
2288,*N[C@@H](COP(=O)([O-])[O-])C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]>>*N[C@@H](CO)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,2.7.11.18,*N[C@@H](COP(=O)([O-])[O-])C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+],*N[C@@H](CO)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,2.7.11,67,train
2289,CCNC1=NC(Cl)=NC(NC(C)C)=N1.[H]O[H]>>CCNC1=NC(O)=NC(NC(C)C)=N1.[Cl-].[H+],3.8.1.8,CCNC1=NC(Cl)=NC(NC(C)C)=N1.[H]O[H],CCNC1=NC(O)=NC(NC(C)C)=N1.[Cl-].[H+],3.8.1,78,train
2290,[H][C@]12CC[C@@]3(C)[C@]([H])([C@@H](C)CCC=C(C)C)CC[C@]3(C)/C1=C/C[C@@]1([H])C(C)(C)[C@@H](O)CC[C@]21C>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C,5.4.99.56,[H][C@]12CC[C@@]3(C)[C@]([H])([C@@H](C)CCC=C(C)C)CC[C@]3(C)/C1=C/C[C@@]1([H])C(C)(C)[C@@H](O)CC[C@]21C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C,5.4.99,72,train
2291,OC1=CN=C(O)C=C1.O=O>>O=CNC(=O)/C=C\C(=O)[O-].[H+],1.13.11.9,OC1=CN=C(O)C=C1.O=O,O=CNC(=O)/C=C\C(=O)[O-].[H+],1.13.11,26,train
2292,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-].O=O>>CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)[O-])OO,1.13.11.33,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-].O=O,CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)[O-])OO,1.13.11,26,train
2293,C=C(O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(=O)NC3=O)[C@H](O)[C@@H]2O)[C@@H]1NC(C)=O)C(=O)[O-].O=P([O-])([O-])O>>C=C(OP(=O)([O-])[O-])C(=O)[O-].CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(=O)NC3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,2.5.1.7,C=C(O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(=O)NC3=O)[C@H](O)[C@@H]2O)[C@@H]1NC(C)=O)C(=O)[O-].O=P([O-])([O-])O,C=C(OP(=O)([O-])[O-])C(=O)[O-].CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(=O)NC3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,2.5.1,7,train
2294,CC(C)(COP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H+].[H+]>>CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.[H]O[H],3.6.1.77,CC(C)(COP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H+].[H+],CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.[H]O[H],3.6.1,37,train
2295,*C(=O)CCCCCCC/C=C\C/C=C/CCC.[Fe+3].[Fe+3].[H]O[H].[H]O[H]>>*C(=O)CCCCCCC/C=C\CCCCCC.[Fe+2].[Fe+2].O=O.[H+].[H+],1.14.19.34,*C(=O)CCCCCCC/C=C\C/C=C/CCC.[Fe+3].[Fe+3].[H]O[H].[H]O[H],*C(=O)CCCCCCC/C=C\CCCCCC.[Fe+2].[Fe+2].O=O.[H+].[H+],1.14.19,10,train
2296,O=C1NC(=O)C2=C(N1)NC(=O)N2.O=C([O-])CCC(=O)[O-].O=C=O>>O=C1NC(=O)C2=C(NC=N2)N1.O=C([O-])CCC(=O)C(=O)[O-].O=O,1.14.11.48,O=C1NC(=O)C2=C(N1)NC(=O)N2.O=C([O-])CCC(=O)[O-].O=C=O,O=C1NC(=O)C2=C(NC=N2)N1.O=C([O-])CCC(=O)C(=O)[O-].O=O,1.14.11,40,train
2297,[H][C@]1([C@@H](C)O)OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@@H](C)C[C@@H](C)C(=O)/C=C/[C@H]1C.S1[Fe+]S[Fe+]1.S1[Fe+]S[Fe+]1.[H]O[H]>>CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@@H](C)C[C@@H](C)C(=O)/C=C/[C@H]1C.S1[Fe]S[Fe+]1.S1[Fe]S[Fe+]1.O=O.[H+].[H+],1.14.15.33,[H][C@]1([C@@H](C)O)OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@@H](C)C[C@@H](C)C(=O)/C=C/[C@H]1C.S1[Fe+]S[Fe+]1.S1[Fe+]S[Fe+]1.[H]O[H],CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@@H](C)C[C@@H](C)C(=O)/C=C/[C@H]1C.S1[Fe]S[Fe+]1.S1[Fe]S[Fe+]1.O=O.[H+].[H+],1.14.15,64,train
2298,CCC(=O)C(=O)[O-].[H][N+]([H])([H])[H]>>CCC(=[NH2+])C(=O)[O-].[H]O[H],3.5.99.10,CCC(=O)C(=O)[O-].[H][N+]([H])([H])[H],CCC(=[NH2+])C(=O)[O-].[H]O[H],3.5.99,25,train
2299,O=C([O-])C1=C(C2=CNC3=C2C=CC=C3)C=C(C2=CNC3=C2C=C(O)C=C3)N1.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H]>>O=C([O-])C1=C(C2=CNC3=C2C=CC=C3)C=C(C2=CNC3=C2C=CC=C3)N1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.[H+],1.14.13.217,O=C([O-])C1=C(C2=CNC3=C2C=CC=C3)C=C(C2=CNC3=C2C=C(O)C=C3)N1.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H],O=C([O-])C1=C(C2=CNC3=C2C=CC=C3)C=C(C2=CNC3=C2C=CC=C3)N1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.[H+],1.14.13,30,train
2300,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])[C@@H](O)CCCC(=O)[O-].[H]O[H]>>CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H]([NH3+])C(=O)NCC(=O)[O-])[C@@H](O)CCCC(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],3.4.19.14,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])[C@@H](O)CCCC(=O)[O-].[H]O[H],CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H]([NH3+])C(=O)NCC(=O)[O-])[C@@H](O)CCCC(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],3.4.19,104,train
2301,CC(C)(O)C(=O)C(=O)[O-]>>CC(=O)C(C)(O)C(=O)[O-],5.4.99.3,CC(C)(O)C(=O)C(=O)[O-],CC(=O)C(C)(O)C(=O)[O-],5.4.99,72,train
2302,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](C(=O)[O-])OC(O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O>>O=C([O-])C1=C[C@H](O)[C@@H](O)C(O)O1.C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O,4.2.2.28,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](C(=O)[O-])OC(O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,O=C([O-])C1=C[C@H](O)[C@@H](O)C(O)O1.C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O,4.2.2,189,train
2303,*N[C@@H](CCCCNC(=O)CCCC[C@@H]1SC[C@]2([H])NC(=O)N[C@]12[H])C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])OP(=O)([O-])O.[H+]>>[H][C@]12CS[C@@H](CCCCC(=O)[O-])[C@@]1([H])NC(=O)N2.*N[C@@H](CCCC[NH3+])C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,6.3.4.15,*N[C@@H](CCCCNC(=O)CCCC[C@@H]1SC[C@]2([H])NC(=O)N[C@]12[H])C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])OP(=O)([O-])O.[H+],[H][C@]12CS[C@@H](CCCCC(=O)[O-])[C@@]1([H])NC(=O)N2.*N[C@@H](CCCC[NH3+])C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,6.3.4,33,train
2304,[H][C@@]12CC[C@@]3(C)C=CC(=O)C(C)=C3[C@@]1([H])OC(=O)[C@H]2C.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>[H][C@@]12CC[C@@]3(C)CCC(=O)C(C)=C3[C@@]1([H])OC(=O)[C@H]2C.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1,1.3.1.47,[H][C@@]12CC[C@@]3(C)C=CC(=O)C(C)=C3[C@@]1([H])OC(=O)[C@H]2C.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],[H][C@@]12CC[C@@]3(C)CCC(=O)C(C)=C3[C@@]1([H])OC(=O)[C@H]2C.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1,1.3.1,38,train
2305,O=S([O-])[O-].O=O.[H]O[H]>>O=S(=O)([O-])[O-].[H]OO[H],1.8.3.1,O=S([O-])[O-].O=O.[H]O[H],O=S(=O)([O-])[O-].[H]OO[H],1.8.3,134,train
2306,[H][C@@]12C3C[C@]4(C5=C(C=CC=C5)N[C@@]4([H])[C@]4([H])C[C@H]1[C@H](CC)[C@@H](O)[NH+]34)[C@@H]2O.CC(=O)[O-].[H+]>>[H][C@@]12NC3=C(C=CC=C3)[C@]13C[C@H]1C([C@H]4C[C@]2([H])[NH+]1[C@H](O)[C@H]4CC)[C@H]3OC(C)=O.[H]O[H],3.1.1.80,[H][C@@]12C3C[C@]4(C5=C(C=CC=C5)N[C@@]4([H])[C@]4([H])C[C@H]1[C@H](CC)[C@@H](O)[NH+]34)[C@@H]2O.CC(=O)[O-].[H+],[H][C@@]12NC3=C(C=CC=C3)[C@]13C[C@H]1C([C@H]4C[C@]2([H])[NH+]1[C@H](O)[C@H]4CC)[C@H]3OC(C)=O.[H]O[H],3.1.1,13,train
2307,CC(=O)OCCC#CC1=CC=C(C2=CC=CS2)S1.[H]O[H]>>OCCC#CC1=CC=C(C2=CC=CS2)S1.CC(=O)[O-].[H+],3.1.1.54,CC(=O)OCCC#CC1=CC=C(C2=CC=CS2)S1.[H]O[H],OCCC#CC1=CC=C(C2=CC=CS2)S1.CC(=O)[O-].[H+],3.1.1,13,train
2308,*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCS)C(*)=O.*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@@H]([NH3+])[C@H](C)CC)C(*)=O>>*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@@H]([NH3+])[C@H](C)CC)C(*)=O.*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCS)C(*)=O,2.3.2.28,*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCS)C(*)=O.*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@@H]([NH3+])[C@H](C)CC)C(*)=O,*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@@H]([NH3+])[C@H](C)CC)C(*)=O.*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCS)C(*)=O,2.3.2,48,train
2309,*[C@@H](O)[C@@H]([NH3+])COP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]>>*[C@@H](O)[C@@H]([NH3+])CO.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,2.7.1.91,*[C@@H](O)[C@@H]([NH3+])COP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+],*[C@@H](O)[C@@H]([NH3+])CO.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,2.7.1,8,train
