Reaction ID	Name	Equation	ec	Definition	R Class	Canonical_SMILES	Isomeric_SMILES	All_Found	Complete_Canonical	Complete_Isomeric	balanced	Promiscuous
R06972		C14149 + C00001 <=> C06554 + C14150	3.5.4.-	N-Cyclopropylammelide + H2O <=> Cyanuric acid + Cyclopropylamine	RC01422  C06554_C14149	C1CC1NC2=NC(=O)NC(=O)N2.O>>C1(=O)NC(=O)NC(=O)N1.NC1CC1	C1CC1NC2=NC(=O)NC(=O)N2.O>>C1(=O)NC(=O)NC(=O)N1.NC1CC1	False	True	True	True	False
R04009		C02658 + C00011 <=> C05718	1.14.13.-	Aldoxime + CO2 <=> 2-Oxoacid oxime	RC01048  C02658_C05718	*/C=N/O.C(=O)=O>>*/C(=N\O)/C(O)=O	*/C=N/O.C(=O)=O>>*/C(=N\O)C(=O)O	False	True	True	True	False
R05670		C07025 <=> C07026	2.-.-.-	3'-Keto-3'-deoxy-AMP <=> 3'-Amino-3'-deoxy-AMP	RC00781  C07025_C07026	C1=NC(=C2C(=N1)N(C=N2)C3C(C(=O)C(O3)COP(=O)(O)O)O)N>>C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)N)O)N	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H](C(=O)[C@H](O3)COP(=O)(O)O)O)N>>C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)N)O)N	True	True	True	False	False
R04401	ATP:[isocitrate dehydrogenase (NADP+)] phosphotransferase	C00002 + C04125 <=> C00008 + C04564	2.7.11.5	ATP + [Isocitrate dehydrogenase (NADP+)] <=> ADP + [Isocitrate dehydrogenase (NADP+)] phosphate	RC00002  C00002_C00008	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.*NC(=O)[C@H](CO)NC(*)=O>>C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.*NC(=O)[C@H](COP(O)(O)=O)NC(*)=O	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.*NC(=O)[C@H](CO)NC(*)=O>>C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N.*NC(=O)[C@H](COP(=O)(O)O)NC(*)=O	False	True	True	True	False
R05592		C09813 + C00001 <=> C01063	3.1.2.-	2-Oxocyclohexane-1-carbonyl-CoA + H2O <=> Pimeloyl-CoA	RC01429  C01063_C09813	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4CCCCC4=O)O.O>>CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCCCCC(=O)O)O	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4CCCCC4=O)O.O>>CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCCCCC(=O)O)O	True	True	True	True	False
R03720	choloyl-CoA:glycine N-choloyltransferase	C01794 + C00245 <=> C00010 + C05122	2.3.1.65	Choloyl-CoA + Taurine <=> CoA + Taurocholate	RC00004  C00010_C01794	CC(CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C4CCC5C4(C(CC6C5C(CC7C6(CCC(C7)O)C)O)O)C.C(CS(=O)(=O)O)N>>CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O.CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)[C@H]4CC[C@@H]5[C@@]4([C@H](C[C@H]6[C@H]5[C@@H](C[C@H]7[C@@]6(CC[C@H](C7)O)C)O)O)C.C(CS(=O)(=O)O)N>>CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O.C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3C2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C	True	True	True	True	False
R06082		G10483(n+2) + C00001 <=> C01674 + G10483(n)	3.2.1.14	beta-1,4-Poly-N-acetyl-D-glucosamine(n+2) + H2O <=> Chitobiose + beta-1,4-Poly-N-acetyl-D-glucosamine(n)		CCCOC1=CC(=CC(=C1O)[N+](=O)[O-])C=O.O>>CC(=O)NC1C(C(C(OC1O)CO)OC2C(C(C(C(O2)CO)O)O)NC(=O)C)O.CCCOC1=CC(=CC(=C1O)[N+](=O)[O-])C=O	CCCOC1=CC(=CC(=C1O)[N+](=O)[O-])C=O.O>>CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@@H]2[C@H](OC([C@@H]([C@H]2O)NC(=O)C)O)CO)CO)O)O.CCCOC1=CC(=CC(=C1O)[N+](=O)[O-])C=O	True	True	True	False	False
R13138		C06366 + C00007 + C00080 <=> C22646 + C00027 + C00014	1.4.3.27	sym-Homospermidine + Oxygen + H+ <=> N-(4-Aminobutylpyrrolinium) ion + Hydrogen peroxide + Ammonia		C(CCNCCCCN)CN.O=O.[H+]>>C1CC=[N+](C1)CCCCN.OO.N	C(CCNCCCCN)CN.O=O.[H+]>>C1CC=[N+](C1)CCCCN.OO.N	True	True	True	False	False
R13412		C06453 + C17949 + C00019 <=> C05776 + C17952 + C05198 + C00073	2.1.1.326	Methylcobalamin + N-Acetyldemethylphosphinothricin + S-Adenosyl-L-methionine <=> Vitamin B12 + N-Acetylphosphinothricin + 5'-Deoxyadenosine + L-Methionine		[CH3-].CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co+3].CC(=O)NC(CC[P+](=O)O)C(=O)O.C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O>>*[Co+]N4C5[C@H](CC(N)=O)[C@@](C)(CCC(=O)NC[C@@H](C)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N3C=Nc2cc(C)c(C)cc23)/C/4=C(\C)/C8=N\C(=C/C7=N\C(=C(\C)/C6=N[C@]5(C)[C@@](C)(CC(N)=O)[C@@H]6CCC(N)=O)\[C@@](C)(CC(N)=O)[C@@H]7CCC(N)=O)\C(C)(C)[C@@H]8CCC(N)=O.CC(=O)NC(CCP(=O)(C)O)C(=O)O.CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.CSCCC(C(=O)O)N	[CH3-].CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H](C5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co+3].CC(=O)N[C@@H](CC[P+](=O)O)C(=O)O.C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O>>*[Co+]N1/C2=C(/C)C3=N/C(=C\C4=N/C(=C(/C)C5=N[C@@](C)(C1[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]1[C@@H](O)[C@@H](n2cnc6cc(C)c(C)cc62)O[C@@H]1CO)[C@@](C)(CC(N)=O)[C@@H]5CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)C(C)(C)[C@@H]3CCC(N)=O.CC(=O)N[C@@H](CCP(=O)(C)O)C(=O)O.C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O.CSCC[C@@H](C(=O)O)N	False	True	True	False	False
R11237		C21209 + C00201 <=> C21210 + C00013	2.7.7.91	1-epi-Valienol 1-phosphate + Nucleoside triphosphate <=> NDP-1-epi-valienol + Diphosphate	RC00002  C21209_C21210	C1=C(C(C(C(C1OP(=O)(O)O)O)O)O)CO.*[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O>>*[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)O[C@@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@H](O)[C@H]2O.OP(=O)(O)OP(=O)(O)O	C1=C([C@H]([C@@H]([C@H]([C@@H]1OP(=O)(O)O)O)O)O)CO.*[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O>>*[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O[C@@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O.OP(=O)(O)OP(=O)(O)O	False	True	True	True	False
R00667	L-ornithine:2-oxo-acid aminotransferase	C00077 + C00026 <=> C01165 + C00025	2.6.1.13	L-Ornithine + 2-Oxoglutarate <=> L-Glutamate 5-semialdehyde + L-Glutamate	RC00006  C00025_C00026	C(CC(C(=O)O)N)CN.C(CC(=O)O)C(=O)C(=O)O>>C(CC(C(=O)O)N)C=O.C(CC(=O)O)C(C(=O)O)N	C(C[C@@H](C(=O)O)N)CN.C(CC(=O)O)C(=O)C(=O)O>>C(C[C@@H](C(=O)O)N)C=O.C(CC(=O)O)[C@@H](C(=O)O)N	True	True	True	True	False
R11008	cholesterol,NADPH:oxygen oxidoreductase (7,8 dehydrogenating)	C00187 + C00007 + C00005 + C00080 <=> C01164 + C00006 + 2 C00001	1.14.19.21	Cholesterol + Oxygen + NADPH + H+ <=> 7-Dehydrocholesterol + NADP+ + 2 H2O	RC00001  C00005_C00006	CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C.O=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+]>>CC(C)CCCC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.O	C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C.O=O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+]>>C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.O	True	True	True	False	False
R09443	microsomal epoxide hydrolase	C19604 + C00001 <=> C19607	3.3.2.9	7,12-Dimethylbenz[a]anthracene 5,6-oxide + H2O <=> trans-5,6-Dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene	RC01447  C19604_C19607	CC1=C2C3C(O3)C4=CC=CC=C4C2=C(C5=CC=CC=C15)C.O>>CC1=C2C(C(C3=CC=CC=C3C2=C(C4=CC=CC=C14)C)O)O	CC1=C2C3C(O3)C4=CC=CC=C4C2=C(C5=CC=CC=C15)C.O>>CC1=C2[C@@H]([C@H](C3=CC=CC=C3C2=C(C4=CC=CC=C14)C)O)O	True	True	True	True	False
R12873		C00002 + C00133 + G13176 <=> C00020 + C00013 + G13177	6.1.1.13	ATP + D-Alanine + beta-O-GlcNAcylated WTA <=> AMP + Diphosphate + G13177		C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC(C(=O)O)N.C1C2(COC3(O1)C4=CC=CC=C4NC3=O)COC5(C6=CC=CC=C6NC5=O)OC2>>C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N.OP(=O)(O)OP(=O)(O)O.CC1(C(CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)O)C	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.C[C@H](C(=O)O)N.C1C2(COC3(O1)C4=CC=CC=C4NC3=O)COC5(C6=CC=CC=C6NC5=O)OC2>>C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N.OP(=O)(O)OP(=O)(O)O.CC1(C(CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)O)C	True	True	True	False	False
R10752	OA-6129-C amidohydrolase	C20814 + C00001 <=> C20816 + C00864	3.5.1.-	OA-6129 C + H2O <=> Deacetylepithienamycin F + Pantothenate	RC00090  C00864_C20814	CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCNC(=O)CCNC(=O)C(C(C)(C)CO)O)OS(=O)(=O)O.O>>CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN)OS(=O)(=O)O.CC(C)(CO)C(C(=O)NCCC(=O)O)O	C[C@@H]([C@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)CO)O)OS(=O)(=O)O.O>>C[C@@H]([C@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCN)OS(=O)(=O)O.CC(C)(CO)[C@H](C(=O)NCCC(=O)O)O	True	True	True	True	False
R06643		10 C00083 + C00229 <=> C12354 + 10 C00011 + 10 C00010	2.3.1.235|2.3.1.-	10 Malonyl-CoA + Acyl-carrier protein <=> 3,5,7,9,11,13,15,17,19-Nonaoxo-eicosanoyl-[acp] + 10 CO2 + 10 CoA	RC00004  C00010_C00083	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O.*S>>CN1C2=C(C(=CC=C2)OC)C(=O)OC1=O.C(=O)=O.CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O.*S>>CN1C2=C(C(=CC=C2)OC)C(=O)OC1=O.C(=O)=O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O	False	True	True	False	True
R06758	3-(4-hydroxy-3-prenylphenyl)pyruvate:oxygen 1,2-oxidoreductase (4-hydroxy-3-prenylmandelate-forming)	C12456 + C00007 <=> C12457 + C00011	1.13.11.83	3-Dimethylallyl-4-hydroxyphenylpyruvate + Oxygen <=> 3-Dimethylallyl-4-hydroxymandelic acid + CO2	RC01471  C12456_C12457	CC(=CCC1=C(C=CC(=C1)CC(=O)C(=O)O)O)C.O=O>>CC(=CCC1=C(C=CC(=C1)C(C(=O)O)O)O)C.C(=O)=O	CC(=CCC1=C(C=CC(=C1)CC(=O)C(=O)O)O)C.O=O>>CC(=CCC1=C(C=CC(=C1)C(C(=O)O)O)O)C.C(=O)=O	True	True	True	True	False
R12410		C22138 + C00025 <=> C22139	6.3.2.-	L-Propargylglycine + L-Glutamate <=> gamma-L-Glutamyl-L-propargylglycine	RC00064  C22138_C22139	C#CCC(C(=O)O)N.C(CC(=O)O)C(C(=O)O)N>>C#CCC(C(=O)O)NC(=O)CCC(C(=O)O)N	C#CC[C@@H](C(=O)O)N.C(CC(=O)O)[C@@H](C(=O)O)N>>C#CC[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N	True	True	True	False	False
R00308	1,3-beta-D-glucan glucanohydrolase	C00965 + C00001 <=> C00031 + C00965	3.2.1.39|3.2.1.58	1,3-beta-D-Glucan + H2O <=> D-Glucose + 1,3-beta-D-Glucan	RC00467  C00031_C00965	*O[C@@H]1[C@@H](O)C(*)O[C@H](CO)[C@H]1O.O>>C(C1C(C(C(C(O1)O)O)O)O)O.*O[C@@H]1[C@@H](O)C(*)O[C@H](CO)[C@H]1O	*O[C@H]1[C@H](O)[C@@H](CO)OC(*)[C@@H]1O.O>>C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O.*O[C@H]1[C@H](O)[C@@H](CO)OC(*)[C@@H]1O	False	True	True	False	True
R10784	(2->6)-beta-D-fructanan 6-(beta-D-fructosyl)-D-fructohydrolase;	C06215 + C00001 <=> C06215 + C01725	3.2.1.64	Levan + H2O <=> Levan + Levanbiose	RC03278  C01725_C06215	C(C1C(C(C(O1)(CO)OCC2C(C(C(O2)(CO)OCC3C(C(C(O3)(CO)O)O)O)O)O)O)O)O.O>>C(C1C(C(C(O1)(CO)OCC2C(C(C(O2)(CO)OCC3C(C(C(O3)(CO)O)O)O)O)O)O)O)O.C(C1C(C(C(O1)(CO)OCC2C(C(C(O2)(CO)O)O)O)O)O)O	C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)OC[C@@H]2[C@H]([C@@H]([C@](O2)(CO)OC[C@@H]3[C@H]([C@@H]([C@](O3)(CO)O)O)O)O)O)O)O)O.O>>C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)OC[C@@H]2[C@H]([C@@H]([C@](O2)(CO)OC[C@@H]3[C@H]([C@@H]([C@](O3)(CO)O)O)O)O)O)O)O)O.C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)OC[C@@H]2[C@H]([C@@H]([C@](O2)(CO)O)O)O)O)O)O	True	True	True	False	False
R07907		C16294 <=> C16296	2.1.1.-	Delphinidin-3-(p-coumaroyl)-rutinoside-5-glucoside <=> Malvidin-3-(p-coumaroyl)-rutinoside-5-glucoside	RC01558  C16294_C16296	C[C@@H]6O[C@@H](OC[C@H]5O[C@@H](Oc3cc1c(cc(O)cc1O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[o+]c3c4cc(O)c(O)c(O)c4)[C@H](O)[C@@H](O)[C@@H]5O)[C@H](O)[C@H](O)[C@H]6OC(=O)/C=C/c7ccc(O)cc7>>COc1cc(cc(OC)c1O)c4[o+]c3cc(O)cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c3cc4O[C@@H]7O[C@H](CO[C@@H]6O[C@@H](C)[C@H](OC(=O)/C=C/c5ccc(O)cc5)[C@@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]7O	C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc4c(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)cc(O)cc4[o+]c3-c3cc(O)c(O)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1OC(=O)/C=C/c1ccc(O)cc1>>COc1cc(-c2[o+]c3cc(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3cc2O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](OC(=O)/C=C/c4ccc(O)cc4)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O	False	True	True	False	False
R06531	ATP:L-threonine O-phosphotransferase	C00188 + C00002 <=> C12147 + C00008	2.7.1.177	L-Threonine + ATP <=> L-Threonine O-3-phosphate + ADP	RC00002  C00002_C00008	CC(C(C(=O)O)N)O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N>>C[C@@H](OP(O)(O)=O)[C@H](N)C(O)=O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	C[C@H]([C@@H](C(=O)O)N)O.C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N>>C[C@@H](OP(=O)(O)O)[C@H](N)C(=O)O.C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N	False	True	True	True	False
R04178	coproporphyrinogen-III:oxygen oxidoreductase (coproporphyrin-forming)	C03263 + 3 C00007 <=> C05770 + 3 C00027	1.3.3.15	Coproporphyrinogen III + 3 Oxygen <=> Coproporphyrin III + 3 Hydrogen peroxide	RC00885  C03263_C05770	CC1=C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(N5)CC(=C1CCC(=O)O)N2)C)CCC(=O)O)C)CCC(=O)O)CCC(=O)O)C.O=O>>CC1=C(C2=CC3=C(C(=C(N3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1N2)C)CCC(=O)O)C)CCC(=O)O)C)CCC(=O)O)CCC(=O)O.OO	CC1=C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(N5)CC(=C1CCC(=O)O)N2)C)CCC(=O)O)C)CCC(=O)O)CCC(=O)O)C.O=O>>CC1=C(C2=CC3=C(C(=C(N3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1N2)C)CCC(=O)O)C)CCC(=O)O)C)CCC(=O)O)CCC(=O)O.OO	True	True	True	True	False
R08179	(5Z,8Z,11Z,14Z,17Z)-icosapentaenoyl-CoA hydrolase	C16165 + C00001 <=> C00010 + C06428	3.1.2.2	(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoyl-CoA + H2O <=> CoA + (5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid	RC00004  C00010_C16165	CC/C=C\C\C=C/C/C=C\C/C=C\C/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N3C=Nc2c(N)ncnc23.O>>CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O.CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.O>>CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O.CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O	False	True	True	True	False
R11030	5-methylcytosine in DNA,2-oxoglutarate:oxygen oxidoreductase	C02967 + C00026 + C00007 <=> C21031 + C00042 + C00011	1.14.11.80	5-Methylcytosine in DNA + 2-Oxoglutarate + Oxygen <=> 5-Hydroxymethylcytosine in DNA + Succinate + CO2	RC00269  C02967_C21031	*[C@H]4C[C@H](O)[C@@H](COP(O)(=O)O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)O[C@H]2C[C@H](*)O[C@@H]2COP(O)(O)=O)N3C=C(C)C(N)=NC3=O)O4.C(CC(=O)O)C(=O)C(=O)O.O=O>>*[C@H]4C[C@H](O)[C@@H](COP(O)(=O)O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)O[C@H]2C[C@H](*)O[C@@H]2COP(O)(O)=O)N3C=C(CO)C(N)=NC3=O)O4.C(CC(=O)O)C(=O)O.C(=O)=O	*[C@H]1C[C@H](OP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)C[C@@H]2OP(=O)(O)OC[C@H]2O[C@@H](*)C[C@@H]2O)[C@@H](COP(=O)(O)O)O1.C(CC(=O)O)C(=O)C(=O)O.O=O>>*[C@H]1C[C@H](OP(=O)(O)OC[C@H]2O[C@@H](n3cc(CO)c(N)nc3=O)C[C@@H]2OP(=O)(O)OC[C@H]2O[C@@H](*)C[C@@H]2O)[C@@H](COP(=O)(O)O)O1.C(CC(=O)O)C(=O)O.C(=O)=O	False	True	True	True	False
