Reaction ID	Name	Equation	ec	Definition	R Class	Canonical_SMILES	Isomeric_SMILES	All_Found	Complete_Canonical	Complete_Isomeric	balanced	Promiscuous
R13238	carbendazim methanol hydrolase (decarboxylating)	C10897 + C00001 <=> C10901 + C00011 + C00132	3.1.1.122	Carbendazim + H2O <=> 2-Aminobenzimidazole + CO2 + Methanol		COC(=O)NC2Nc1ccccc1N=2.O>>NC2Nc1ccccc1N=2.C(=O)=O.CO	COC(=O)Nc1nc2ccccc2[nH]1.O>>Nc1nc2ccccc2[nH]1.C(=O)=O.CO	False	True	True	True	False
R01914	spermidine:(acceptor) oxidoreductase	C00315 + C00007 + C00001 <=> C00986 + C00555 + C00027	1.5.3.14|1.5.99.6	Spermidine + Oxygen + H2O <=> 1,3-Diaminopropane + 4-Aminobutyraldehyde + Hydrogen peroxide	RC00053  C00315_C00986	C(CCNCCCN)CN.O=O.O>>C(CN)CN.C(CC=O)CN.OO	C(CCNCCCN)CN.O=O.O>>C(CN)CN.C(CC=O)CN.OO	True	True	True	True	True
R11081	2-epi-5-epi-valiolone-7-phosphate 2-epimerase	C17692 <=> C17693	5.1.3.35	2-epi-5-epi-Valiolone 7-phosphate <=> 5-epi-Valiolone 7-phosphate	RC01519  C17692_C17693	C1C(=O)C(C(C(C1(COP(=O)(O)O)O)O)O)O>>C1C(=O)C(C(C(C1(COP(=O)(O)O)O)O)O)O	C1C(=O)[C@H]([C@H]([C@@H]([C@@]1(COP(=O)(O)O)O)O)O)O>>C1C(=O)[C@@H]([C@H]([C@@H]([C@@]1(COP(=O)(O)O)O)O)O)O	True	True	True	True	False
R10238	malonyl-CoA:malonyl-CoA malonyltransferase (5,7-dihydroxy-2-methyl-4H-chromen-4-one-forming)	5 C00083 <=> 5 C00010 + C20462 + 5 C00011 + C00001	2.3.1.216	5 Malonyl-CoA <=> 5 CoA + 5,7-Dihydroxy-2-methyl-4H-chromen-4-one + 5 CO2 + H2O	RC00004  C00010_C00083	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O>>CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O.CC1=CC(=O)C2=C(C=C(C=C2O1)O)O.C(=O)=O.O	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O>>CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O.CC1=CC(=O)C2=C(C=C(C=C2O1)O)O.C(=O)=O.O	True	True	True	False	False
R03904	dATP:depurinated-DNA purinetransferase	C00131 + C02270 <=> C12347 + C00821	2.6.99.1	dATP + Depurinated DNA <=> Deoxyribose triphosphate + DNA adenine	RC01021  C00131_C12347  C00821_C02270	C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O.*[C@H]3C[C@H](O)[C@@H](COP(O)(=O)O[C@H]1CC(O)O[C@@H]1COP(O)(=O)O[C@H]2C[C@H](*)O[C@@H]2COP(O)(O)=O)O3>>O[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1.*[C@H]5C[C@H](O)[C@@H](COP(O)(=O)O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)O[C@H]2C[C@H](*)O[C@@H]2COP(O)(O)=O)N4C=Nc3c(N)ncnc34)O5	C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O.*[C@H]1C[C@H](OP(=O)(O)OC[C@H]2OC(O)C[C@@H]2OP(=O)(O)OC[C@H]2O[C@@H](*)C[C@@H]2O)[C@@H](COP(=O)(O)O)O1>>O=P(O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](O)C[C@@H]1O.*[C@H]1C[C@H](OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)C[C@@H]2OP(=O)(O)OC[C@H]2O[C@@H](*)C[C@@H]2O)[C@@H](COP(=O)(O)O)O1	False	True	True	True	False
R04211	oxalyl-CoA:L-2,3-diaminopropanoate N3-oxalyltransferase	C00313 + C03401 <=> C00010 + C04209	2.3.1.58	Oxalyl-CoA + L-2,3-Diaminopropanoate <=> CoA + 3-(Carboxycarbonylamino)-L-alanine	RC00004  C00010_C00313	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C(=O)O)O.C(C(C(=O)O)N)N>>CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O.C(C(C(=O)O)N)NC(=O)C(=O)O	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C(=O)O)O.C([C@@H](C(=O)O)N)N>>CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O.C([C@@H](C(=O)O)N)NC(=O)C(=O)O	True	True	True	True	False
R07952	(3R,6Z,9Z,12Z,15Z,18Z)-3-hydroxytetracosapentaenoyl-CoA:NAD+ oxidoreductase	C16388 + C00003 <=> C16389 + C00004 + C00080	1.1.1.-	(3R,6Z,9Z,12Z,15Z,18Z)-3-Hydroxytetracosapentaenoyl-CoA + NAD+ <=> (6Z,9Z,12Z,15Z,18Z)-3-Oxotetracosapentaenoyl-CoA + NADH + H+	RC00001  C00003_C00004	CCCCC/C=C\C\C=C/C/C=C\C\C=C/C\C=C/CC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N3C=Nc2c(N)ncnc23.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N>>CCCCC/C=C\C\C=C/C/C=C\C\C=C/C\C=C/CCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N3C=Nc2c(N)ncnc23.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+]	CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N>>CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+]	False	True	True	False	False
R09531	S-adenosylmethioninamine:spermidine 3-aminopropyltransferase (thermospermine synthesizing)	C01137 + C00315 <=> C00170 + C19669 + C00080	2.5.1.79	S-Adenosylmethioninamine + Spermidine <=> 5'-Methylthioadenosine + Thermospermine + H+	RC00021  C00170_C01137	C[S+](CCCN)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.C(CCNCCCN)CN>>CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.C(CCNCCCNCCCN)CN.[H+]	C[S+](CCCN)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O.C(CCNCCCN)CN>>CSC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O.C(CCNCCCNCCCN)CN.[H+]	True	True	True	False	False
R10693	N-acetyl-L-aspartyl-L-glutamate:L-glutamate ligase (ADP, N-acetyl-L-aspartyl-L-glutamyl-L-glutamate-forming)	C00002 + C12270 + C00025 <=> C00008 + C00009 + C20776	6.3.2.42	ATP + N-Acetylaspartylglutamate + L-Glutamate <=> ADP + Orthophosphate + N-Acetylaspartylglutamylglutamate	RC00002  C00002_C00008	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(O)=O.C(CC(=O)O)C(C(=O)O)N>>C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.OP(=O)(O)O.CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O.C(CC(=O)O)[C@@H](C(=O)O)N>>C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N.OP(=O)(O)O.CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O	False	True	True	True	False
R10101	4-methylaminobutanoate methylamidohydrolase;	C15987 + C00007 + C00001 <=> C00232 + C00218 + C00027	1.5.3.21	4-Methylaminobutyrate + Oxygen + H2O <=> Succinate semialdehyde + Methylamine + Hydrogen peroxide	RC00225  C00232_C15987	CNCCCC(O)=O.O=O.O>>C(CC(=O)O)C=O.CN.OO	CNCCCC(=O)O.O=O.O>>C(CC(=O)O)C=O.CN.OO	False	True	True	True	False
R08228	alpha-fluoro-beta-ureidopropionic acid amidohydrolase	C16631 + C00001 <=> C16632 + C00011 + C00014	3.5.1.6	alpha-Fluoro-beta-ureidopropionic acid + H2O <=> alpha-Fluoro-beta-alanine + CO2 + Ammonia	RC00096  C16631_C16632	NC(=O)NCC(F)C(O)=O.O>>NCC(F)C(O)=O.C(=O)=O.N	NC(=O)NCC(F)C(=O)O.O>>NCC(F)C(=O)O.C(=O)=O.N	False	True	True	True	False
R12108	12alpha-hydroxy-3-oxochol-4-en-24-oyl-CoA Delta6-oxidoreductase	C21908 + C00003 <=> C21470 + C00004 + C00080	1.3.1.114	12alpha-Hydroxy-3-oxochol-4-en-24-oyl-CoA + NAD+ <=> 12alpha-Hydroxy-3-oxochola-4,6-dien-24-oyl-CoA + NADH + H+	RC03496  C21470_C21908	CC(CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C4CCC5C4(C(CC6C5CCC7=CC(=O)CCC67C)O)C.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N>>CC(CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C4CCC5C4(C(CC6C5C=CC7=CC(=O)CCC67C)O)C.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+]	C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)[C@H]4CC[C@@H]5[C@@]4([C@H](C[C@H]6[C@H]5CCC7=CC(=O)CC[C@]67C)O)C.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N>>C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)[C@H]4CC[C@@H]5[C@@]4([C@H](C[C@H]6[C@H]5C=CC7=CC(=O)CC[C@]67C)O)C.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+]	True	True	True	False	False
R03543	benzene,NADH:oxygene 1,2-oxidoreductase	C01407 + C00007 + C00004 + C00080 <=> C04091 + C00003	1.14.12.3	Benzene + Oxygen + NADH + H+ <=> cis-1,2-Dihydrobenzene-1,2-diol + NAD+	RC00001  C00003_C00004	C1=CC=CC=C1.O=O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+]>>C1=CC(C(C=C1)O)O.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N	C1=CC=CC=C1.O=O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+]>>C1=C[C@H]([C@H](C=C1)O)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N	True	True	True	False	False
R08669	3'-phosphoadenylyl-sulfate:3-methylthiopropyl-desulfoglucosinolate sulfotransferase	C17244 + C00053 <=> C08412 + C00054	2.8.2.-	3-Methylthiopropyl-desulfoglucosinolate + 3'-Phosphoadenylyl sulfate <=> Glucoiberverin + Adenosine 3',5'-bisphosphate	RC00007  C00053_C00054	CSCCCC(=NO)SC1C(C(C(C(O1)CO)O)O)O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N>>CSCCCC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)OP(=O)(O)O)O)N	CSCCC/C(=N\O)/S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O.C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N>>CSCCCC(=NOS(=O)(=O)O)S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O.C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)OP(=O)(O)O)O)N	True	True	True	True	False
R11563	protein-N6-(1-hydroxy-2-oxopropyl)-L-lysine hydrolase	C21467 + C00001 <=> C02188 + C01432	3.5.1.124	Protein N6-(1-hydroxy-2-oxopropyl)-L-lysine + H2O <=> Protein lysine + Lactate	RC00217  C02188_C21467	*NC(=O)[C@H](CCCCNC(O)C(C)=O)NC(*)=O.O>>*NC(=O)[C@H](CCCCN)NC(*)=O.CC(C(=O)O)O	*NC(=O)[C@H](CCCCNC(O)C(C)=O)NC(*)=O.O>>*NC(=O)[C@H](CCCCN)NC(*)=O.CC(C(=O)O)O	False	True	True	True	False
R00229	acetate:CoA ligase (ADP-forming)	C00002 + C00033 + C00010 <=> C00008 + C00024 + C00009	6.2.1.13	ATP + Acetate + CoA <=> ADP + Acetyl-CoA + Orthophosphate	RC00002  C00002_C00008	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC(=O)O.CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O>>C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N.CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O.OP(=O)(O)O	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CC(=O)O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O>>C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N.CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O.OP(=O)(O)O	True	True	True	True	False
R10030		C19491 <=> C20312	1.14.14.41	(E)-2-Methylbutanal oxime <=> (Z)-2-Methylbutanal oxime	RC03010  C19491_C20312	CCC(C)C=NO>>CCC(C)C=NO	CC[C@H](C)/C=N/O>>CC[C@H](C)/C=N\O	True	True	True	True	False
R01098	D-galactose:oxygen 6-oxidoreductase	C00124 + C00007 + C00001 <=> C00880 + C00027	1.1.3.9	D-Galactose + Oxygen + H2O <=> D-Galactonate + Hydrogen peroxide	RC00194  C00124_C00880	C(C1C(C(C(C(O1)O)O)O)O)O.O=O.O>>C(C(C(C(C(C(=O)O)O)O)O)O)O.OO	C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O)O.O=O.O>>C([C@H]([C@@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O.OO	True	True	True	True	False
R09648	beta-alaninamide amidohydrolase	C19779 + C00001 <=> C00099 + C00014	3.5.1.100	beta-Alaninamide + H2O <=> beta-Alanine + Ammonia	RC00010  C00099_C19779	C(CN)C(=O)N.O>>C(CN)C(=O)O.N	C(CN)C(=O)N.O>>C(CN)C(=O)O.N	True	True	True	True	False
R02203	L-pipecolate:NADP+ 2-oxidoreductase	C00408 + C00006 <=> C04092 + C00005 + C00080	1.5.1.1|1.5.1.21	L-Pipecolate + NADP+ <=> Delta1-Piperideine-2-carboxylate + NADPH + H+	RC00001  C00005_C00006	C1CCNC(C1)C(=O)O.C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N>>C1CCN=C(C1)C(=O)O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+]	C1CCN[C@@H](C1)C(=O)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N>>C1CCN=C(C1)C(=O)O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+]	True	True	True	False	True
R04740	(S)-3-hydroxytetradecanoyl-CoA hydro-lyase	C05260 <=> C05273 + C00001	4.2.1.17|4.2.1.74	(S)-3-Hydroxytetradecanoyl-CoA <=> trans-Tetradec-2-enoyl-CoA + H2O	RC01095  C05260_C05273	CCCCCCCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O>>CCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O.O	CCCCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O>>CCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O.O	True	True	True	True	True
R04428	(3R)-3-hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase	C04618 <=> C04246 + C00001	2.3.1.85|2.3.1.86|2.3.1.-|4.2.1.59	(3R)-3-Hydroxybutanoyl-[acyl-carrier protein] <=> But-2-enoyl-[acyl-carrier protein] + H2O	RC00831  C04246_C04618	*SC(=O)C[C@@H](C)O>>CC=CC(=O)S.O	*SC(=O)C[C@@H](C)O>>C/C=C/C(=O)S.O	False	True	True	False	True
R07172	NADPH:oxygen oxidoreductase	C00005 + C00080 + C00007 <=> C00006 + C00027	1.6.3.1	NADPH + H+ + Oxygen <=> NADP+ + Hydrogen peroxide	RC00001  C00005_C00006	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+].O=O>>C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.OO	C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+].O=O>>C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.OO	True	True	True	False	False
R11773	propionyl-CoA:succinate CoA transferase	C00100 + C00042 <=> C00091 + C00163	2.8.3.27	Propanoyl-CoA + Succinate <=> Succinyl-CoA + Propanoate		CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O.C(CC(=O)O)C(=O)O>>CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O.CCC(=O)O	CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O.C(CC(=O)O)C(=O)O>>CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O.CCC(=O)O	True	True	True	True	False
R09286	3-hydroxypropionate:CoA ligase (AMP-forming)	C05668 + C00013 + C00020 <=> C01013 + C00010 + C00002	6.2.1.36	3-Hydroxypropionyl-CoA + Diphosphate + AMP <=> 3-Hydroxypropanoate + CoA + ATP	RC00004  C00010_C05668	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCO)O.OP(=O)(O)OP(=O)(O)O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N>>C(CO)C(=O)O.CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCO)O.OP(=O)(O)OP(=O)(O)O.C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N>>C(CO)C(=O)O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O.C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	True	True	True	True	False
