reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R04183/3.2.1A1(rev)/3.2.1.49;	1478/3.2.1A1;	0.366	0.181818	0.264706	0.4	0.492188	0.497143	0.416667	0.34375	0.292929
R00306/3.2.1A1/3.2.1.21,3.2.1.74;	1478/3.2.1A1;	0.353767	0.181818	0.264706	0.4	0.496	0.5	0.425439	0.33574	0.232628
R00306/3.2.1A2/3.2.1.21,3.2.1.74;	1478/3.2.1A1;	0.353767	0.181818	0.264706	0.4	0.496	0.5	0.425439	0.33574	0.232628
R00026,R00028,R00306/3.2.1A1/3.2.1.20,3.2.1.21,3.2.1.74;	1478/3.2.1A1;	0.353767	0.181818	0.264706	0.4	0.496	0.5	0.425439	0.33574	0.232628
R00026,R00028,R00306/3.2.1A2/3.2.1.20,3.2.1.21,3.2.1.74;	1478/3.2.1A1;	0.353767	0.181818	0.264706	0.4	0.496	0.5	0.425439	0.33574	0.232628
R04633/3.2.1A2/3.2.1.23;	1478/3.2.1A1;	0.352055	0.181818	0.264706	0.414894	0.5	0.502959	0.404082	0.326861	0.253264
R04633/3.2.1A1/3.2.1.23;	1478/3.2.1A1;	0.352055	0.181818	0.264706	0.414894	0.5	0.502959	0.404082	0.326861	0.253264
R07413/3.2.1A1/3.2.1.67;	1478/3.2.1A1;	0.351852	0.181818	0.264706	0.40625	0.496124	0.488372	0.420168	0.33218	0.234104
R07413/3.2.1A2/3.2.1.67;	1478/3.2.1A1;	0.351852	0.181818	0.264706	0.40625	0.496124	0.488372	0.420168	0.33218	0.234104
R05112/3.2.1A2/3.2.1.23;	1478/3.2.1A1;	0.351611	0.181818	0.264706	0.414894	0.5	0.502959	0.404082	0.326861	0.251309
R05112/3.2.1A1/3.2.1.23;	1478/3.2.1A1;	0.351611	0.181818	0.264706	0.414894	0.5	0.502959	0.404082	0.326861	0.251309
R03256(r)/3.2.1A1(rev)/3.2.1.85;	1478/3.2.1A1;	0.345938	0.181818	0.264706	0.4	0.488189	0.488372	0.417355	0.324415	0.228412
R03256(r)/3.2.1A2(rev)/3.2.1.85;	1478/3.2.1A1;	0.345938	0.181818	0.264706	0.4	0.488189	0.488372	0.417355	0.324415	0.228412
R00838,R00839(r)/3.2.1A2(rev)/3.2.1.122,3.2.1.86;	1478/3.2.1A1;	0.345938	0.181818	0.264706	0.4	0.488189	0.488372	0.417355	0.324415	0.228412
R00838,R00839(r)/3.2.1A1(rev)/3.2.1.122,3.2.1.86;	1478/3.2.1A1;	0.345938	0.181818	0.264706	0.4	0.488189	0.488372	0.417355	0.324415	0.228412
R10579/3.2.1A1/3.2.1.187;	1478/3.2.1A1;	0.343394	0.181818	0.264706	0.385417	0.449612	0.468208	0.394191	0.316294	0.276543
R10579/3.2.1A2/3.2.1.187;	1478/3.2.1A1;	0.343394	0.181818	0.264706	0.385417	0.449612	0.468208	0.394191	0.316294	0.276543
R10579(r)/3.2.1A2(rev)/3.2.1.187;	1478/3.2.1A1;	0.342493	0.181818	0.264706	0.385417	0.449612	0.494118	0.405858	0.333333	0.245783
R10579(r)/3.2.1A1(rev)/3.2.1.187;	1478/3.2.1A1;	0.342493	0.181818	0.264706	0.385417	0.449612	0.494118	0.405858	0.333333	0.245783
R04270(r)/3.2.1A1(rev)/3.2.1.63;	1478/3.2.1A1;	0.341211	0.181818	0.264706	0.378947	0.464	0.5	0.439462	0.322581	0.207101
R04270(r)/3.2.1A2(rev)/3.2.1.63;	1478/3.2.1A1;	0.341211	0.181818	0.264706	0.378947	0.464	0.5	0.439462	0.322581	0.207101
R03906(r)/3.2.1A2(rev)/3.2.1.128;	1478/3.2.1A1;	0.340633	0.181818	0.264706	0.391753	0.458015	0.477273	0.411538	0.331461	0.25102
