REACTION_ID	REACTION_SMILES	ec
84088	*N[C@@H](CCCCNC(=O)CCCC[C@@H]1CCSS1)C(*)=O.CC(C)CC(=O)C(=O)[O-].*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-])C(*)=O.[H+].[H+]>>*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CC(C)C)C(*)=O.*N[C@@H](CCCCNC(=O)CCCC[C@@H](S)CCS)C(*)=O.O=C=O.O=C=O	2.3.1.328
84089	*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CC(C)C)C(*)=O.*N[C@@H](CCCCNC(=O)CCCC[C@@H](S)CCS)C(*)=O.O=C=O.O=C=O>>*N[C@@H](CCCCNC(=O)CCCC[C@@H]1CCSS1)C(*)=O.CC(C)CC(=O)C(=O)[O-].*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-])C(*)=O.[H+].[H+]	2.3.1.328
84092	*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCC(C)C)C(*)=O.[NH3+][C@@H](CC1=CC=CC=C1)C(=O)[O-]>>CC(C)CCCCCCCCCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)[O-].*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCS)C(*)=O.[H+]	2.3.1.327
84093	CC(C)CCCCCCCCCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)[O-].*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCS)C(*)=O.[H+]>>*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCC(C)C)C(*)=O.[NH3+][C@@H](CC1=CC=CC=C1)C(=O)[O-]	2.3.1.327
84097	*C(=O)C1=C(COP(=O)([O-])[O-])COC1=O.*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCS)C(*)=O.[H]O[H]>>*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(*)=O)C(*)=O.O=C(CO)COP(=O)([O-])[O-]	2.3.1.277
10209	*C(=O)[C@H](*)[NH3+].*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCCNC(N)=[NH2+]>>*C(=O)[C@H](*)NC(=O)[C@@H]([NH3+])CCCNC(N)=[NH2+].*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O.[H+]	2.3.2.8
10210	*C(=O)[C@H](*)NC(=O)[C@@H]([NH3+])CCCNC(N)=[NH2+].*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O.[H+]>>*C(=O)[C@H](*)[NH3+].*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCCNC(N)=[NH2+]	2.3.2.8
10669	*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCCC[NH3+].*C(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)CO)OC(*)=O>>*C(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)COC(=O)[C@@H]([NH3+])CCCC[NH3+])OC(*)=O.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O	2.3.2.3
10670	*C(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)COC(=O)[C@@H]([NH3+])CCCC[NH3+])OC(*)=O.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O>>*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CCCC[NH3+].*C(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)CO)OC(*)=O	2.3.2.3
11253	NO.NC(=O)C[C@H]([NH3+])C(=O)[O-].[H+]>>[NH3+][C@@H](CC(=O)NO)C(=O)[O-].[H][N+]([H])([H])[H]	2.3.2.7
11254	[NH3+][C@@H](CC(=O)NO)C(=O)[O-].[H][N+]([H])([H])[H]>>NO.NC(=O)C[C@H]([NH3+])C(=O)[O-].[H+]	2.3.2.7
12341	*C(=O)[C@@H]([NH3+])CCCC[NH3+].*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CC(C)C>>*C(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H]([NH3+])CC(C)C.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O.[H+]	2.3.2.6
12342	*C(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H]([NH3+])CC(C)C.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O.[H+]>>*C(=O)[C@@H]([NH3+])CCCC[NH3+].*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CC(C)C	2.3.2.6
12433	CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(=O)NC3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-].*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1OC(=O)[C@H](C)[NH3+]>>CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(=O)NC3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1OC(C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCCNC(=O)[C@H](C)[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-].*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O.[H+]	2.3.2.10
12434	CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(=O)NC3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1OC(C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCCNC(=O)[C@H](C)[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-].*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O.[H+]>>CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(=O)NC3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-].*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1OC(=O)[C@H](C)[NH3+]	2.3.2.10
20490	*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1OC(=O)[C@H](C)[NH3+].*C(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)CO)OC(*)=O>>*C(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)COC(=O)[C@H](C)[NH3+])OC(*)=O.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O	2.3.2.11
20491	*C(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)COC(=O)[C@H](C)[NH3+])OC(*)=O.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O>>*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1OC(=O)[C@H](C)[NH3+].*C(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)CO)OC(*)=O	2.3.2.11
20634	*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@H](*)O)C(*)=O.[NH3+]CCC[C@H]([NH3+])C(=O)[O-]>>[1*][C@@H](O)CC(=O)N[C@@H](CCC[NH3+])C(=O)[O-].*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCS)C(*)=O.[H+]	2.3.2.30
20635	[1*][C@@H](O)CC(=O)N[C@@H](CCC[NH3+])C(=O)[O-].*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCS)C(*)=O.[H+]>>*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@H](*)O)C(*)=O.[NH3+]CCC[C@H]([NH3+])C(=O)[O-]	2.3.2.30
23557	C[C@@H]([NH3+])C(=O)[O-].NC(=O)CC[C@H]([NH3+])C(=O)[O-]>>C[C@@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)[O-].[H][N+]([H])([H])[H]	2.3.2.14
23558	C[C@@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)[O-].[H][N+]([H])([H])[H]>>C[C@@H]([NH3+])C(=O)[O-].NC(=O)CC[C@H]([NH3+])C(=O)[O-]	2.3.2.14
23654	*C(=O)[C@@H]1CCC(=O)N1.[H][N+]([H])([H])[H]>>*C(=O)[C@@H]([NH3+])CCC(N)=O	2.3.2.5
23905	*C(=O)[C@H](*)NC(=O)CC[C@H]([NH3+])C(=O)[O-].*C([NH3+])C(=O)[O-]>>*C(NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)[O-].*C(=O)[C@H](*)[NH3+]	2.3.2.2
23906	*C(NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)[O-].*C(=O)[C@H](*)[NH3+]>>*C(=O)[C@H](*)NC(=O)CC[C@H]([NH3+])C(=O)[O-].*C([NH3+])C(=O)[O-]	2.3.2.2
30436	CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(N)=O)[C@@H](NC(C)=O)[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1OC(=O)C[NH3+]>>CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCCNC(=O)C[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(N)=O)[C@@H](NC(C)=O)[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O.[H+]	2.3.2.16
30437	CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCCNC(=O)C[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(N)=O)[C@@H](NC(C)=O)[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O.[H+]>>CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(N)=O)[C@@H](NC(C)=O)[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1OC(=O)C[NH3+]	2.3.2.16
30440	CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCCNC(=O)C[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(N)=O)[C@@H](NC(C)=O)[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1OC(=O)C[NH3+].*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1OC(=O)C[NH3+]>>CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCCNC(=O)CNC(=O)CNC(=O)C[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(N)=O)[C@@H](NC(C)=O)[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O.[H+].[H+]	2.3.2.17
30441	CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCCNC(=O)CNC(=O)CNC(=O)C[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(N)=O)[C@@H](NC(C)=O)[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O.[H+].[H+]>>CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCCNC(=O)C[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(N)=O)[C@@H](NC(C)=O)[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1OC(=O)C[NH3+].*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1OC(=O)C[NH3+]	2.3.2.17
30444	CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCCNC(=O)CNC(=O)CNC(=O)C[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(N)=O)[C@@H](NC(C)=O)[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1OC(=O)C[NH3+].*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1OC(=O)C[NH3+]>>CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(N)=O)[C@@H](NC(C)=O)[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O.[H+].[H+]	2.3.2.18
30445	CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(N)=O)[C@@H](NC(C)=O)[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O.[H+].[H+]>>CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCCNC(=O)CNC(=O)CNC(=O)C[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(N)=O)[C@@H](NC(C)=O)[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1OC(=O)C[NH3+].*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1OC(=O)C[NH3+]	2.3.2.18
35624	NC(=O)CC[C@@H]([NH3+])C(=O)[O-].[NH3+][C@H](CCC(=O)[O-])C(=O)[O-]>>[NH3+][C@H](CCC(=O)N[C@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-].[H][N+]([H])([H])[H]	2.3.2.1
35625	[NH3+][C@H](CCC(=O)N[C@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-].[H][N+]([H])([H])[H]>>NC(=O)CC[C@@H]([NH3+])C(=O)[O-].[NH3+][C@H](CCC(=O)[O-])C(=O)[O-]	2.3.2.1
43633	*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H](N)CC1=CC=CC=C1.*C(=O)[C@H](*)[NH3+]>>*C(=O)[C@H](*)NC(=O)[C@@H]([NH3+])CC1=CC=CC=C1.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O	2.3.2.6
45629	*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCS)C(*)=O.*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@@H]([NH3+])[C@H](C)CC)C(*)=O>>*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@@H]([NH3+])[C@H](C)CC)C(*)=O.*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCS)C(*)=O	2.3.2.28
45630	*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@@H]([NH3+])[C@H](C)CC)C(*)=O.*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCS)C(*)=O>>*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCS)C(*)=O.*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@@H]([NH3+])[C@H](C)CC)C(*)=O	2.3.2.28
46449	*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H](N)CC1=CC=C(O)C=C1.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OC(=O)[C@@H](N)CC1=CC=C(O)C=C1>>O=C1N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H]1CC1=CC=C(O)C=C1.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O	2.3.2.21
46453	*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CC(C)C.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CC(C)C>>CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)NC1=O.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O.[H+].[H+]	2.3.2.22
46454	CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)NC1=O.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O.[H+].[H+]>>*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CC(C)C.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CC(C)C	2.3.2.22
50413	*C(=O)[C@@H]([NH3+])CCC(=O)[O-].*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CC(C)C>>*C(=O)[C@H](CCC(=O)[O-])NC(=O)[C@@H]([NH3+])CC(C)C.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O.[H+]	2.3.2.29
50414	*C(=O)[C@H](CCC(=O)[O-])NC(=O)[C@@H]([NH3+])CC(C)C.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O.[H+]>>*C(=O)[C@@H]([NH3+])CCC(=O)[O-].*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CC(C)C	2.3.2.29
50417	*C(=O)[C@@H]([NH3+])CCCNC(N)=[NH2+].*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1OC(=O)[C@@H]([NH3+])CC(C)C>>*C(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@@H]([NH3+])CC(C)C.*P(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O.[H+]	2.3.2.6
