reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R01944(r)/2.3.1F1(rev)/2.3.1.138;	5-asa (mesalazine)/2.3.1D3(rev);	0.282209	1	0.75	0.52	0.34375	0.229167	0.181818	0.183333	0.149254
R01154(r)/2.3.1D3(rev)/2.3.1.57;	5-asa (mesalazine)/2.3.1D3(rev);	0.280632	1	0.857143	0.545455	0.296296	0.166667	0.127273	0.139535	0.184211
R01154/2.3.1D3/2.3.1.57;	5-asa (mesalazine)/2.3.1D3;	0.280632	1	0.857143	0.545455	0.296296	0.166667	0.127273	0.139535	0.184211
R02385/2.3.1D3/2.3.1.110;	5-asa (mesalazine)/2.3.1D3;	0.280519	1	1	0.652174	0.424242	0.240741	0.197368	0.170732	0.120879
R09257(r)/2.3.1F1(rev)/;	5-asa (mesalazine)/2.3.1D3(rev);	0.280488	1	0.75	0.52	0.34375	0.229167	0.181818	0.183333	0.144928
R00989/2.3.1D3/2.3.1.113;	5-asa (mesalazine)/2.3.1D3(rev);	0.278646	1	0.666667	0.411765	0.304348	0.257576	0.297297	0.147059	0.0909091
R00989(r)/2.3.1D3(rev)/2.3.1.113;	5-asa (mesalazine)/2.3.1D3;	0.278646	1	0.666667	0.411765	0.304348	0.257576	0.297297	0.147059	0.0909091
R02452/2.3.1F1/2.3.1.71;	5-asa (mesalazine)/2.3.1D3;	0.276276	1	0.666667	0.354839	0.305556	0.24	0.191176	0.2	0.155172
R04050/2.3.1D4/2.3.1.114;	5-asa (mesalazine)/2.3.1D3;	0.27619	0.666667	0.6	0.384615	0.294118	0.230769	0.215385	0.224138	0.207547
R04050/2.3.1D4/2.3.1.114;	5-asa (mesalazine)/2.3.1D3;	0.27619	0.666667	0.6	0.384615	0.294118	0.230769	0.215385	0.224138	0.207547
R09255(r)/2.3.1F1(rev)/2.3.1.64;	5-asa (mesalazine)/2.3.1D3(rev);	0.276163	1	0.75	0.52	0.34375	0.22	0.166667	0.203125	0.150685
R02191(r)/2.3.1D3(rev)/2.3.1.36;	5-asa (mesalazine)/2.3.1D3(rev);	0.274131	1	0.75	0.428571	0.25	0.170732	0.12963	0.15	0.194444
R02191/2.3.1D3/2.3.1.36;	5-asa (mesalazine)/2.3.1D3;	0.274131	1	0.75	0.428571	0.25	0.170732	0.12963	0.15	0.194444
R00989/2.3.1D4/2.3.1.113;	5-asa (mesalazine)/2.3.1D3;	0.273585	0.666667	0.6	0.384615	0.277778	0.218182	0.21875	0.22807	0.207547
R00989/2.3.1D4/2.3.1.113;	5-asa (mesalazine)/2.3.1D3;	0.273585	0.666667	0.6	0.384615	0.277778	0.218182	0.21875	0.22807	0.207547
R11479/2.3.1D3/;	5-asa (mesalazine)/2.3.1D3;	0.273077	1	0.857143	0.545455	0.258065	0.159091	0.127273	0.130435	0.194444
R11479(r)/2.3.1D3(rev)/;	5-asa (mesalazine)/2.3.1D3(rev);	0.273077	1	0.857143	0.545455	0.258065	0.159091	0.127273	0.130435	0.194444
R02385(r)/2.3.1F1(rev)/2.3.1.110;	5-asa (mesalazine)/2.3.1D3(rev);	0.272966	1	0.75	0.538462	0.382353	0.218182	0.207792	0.184211	0.129412
