reaction_id	rxn	substrates_products	ec
MNXR113527	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.C=CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H+]>>CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1	MNXM10.MNXM1104673.MNXM1>>MNXM1106156.MNXM8	1.3.1.95
MNXR145455	O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1.[H+].CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC>>CCCCCCCCCCCC(O)CC(=O)NC1C(OP(=O)([O-])OP(=O)([O-])OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OC(CO)C(O)C1OC(=O)CC(O)CCCCCCCCCCC.CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@@H](OP(=O)([O-])[O-])O[C@H](CO)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC	MNXM1102128.MNXM1.MNXM727331>>MNXM727269.MNXM731934	2.4.1.182
MNXR122319	CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>O=P([O-])([O-])OP(=O)([O-])O.CC1=CCC(C)(C2=CCCC2(C)C)CC1	MNXM1103344>>MNXM11.MNXM18745	4.2.3|4.2.3.-
MNXR108653	CC(C)=CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>CC(C)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	MNXM1104459.MNXM162270>>MNXM1104535.MNXM2228	1.3.8.4
MNXR111296	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C([O-])c1ccccc1C(=O)[O-].[H+]>>O=C(O)C1C=CC=CC1C(=O)O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1	MNXM10.MNXM1245.MNXM1>>MNXM6575.MNXM8	1.3.1.19
MNXR148101	O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O.[*]C(=O)OCC(CO)OC([*])=O>>[H]O[H]	MNXM1137717.MNXM738571>>MNXM730340.WATER	3.1.4.3|4.6.1.13
MNXR187153	CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS	MNXM1106160.MNXM19499>>MNXM727276	2.3.1.100
MNXR97428	[H+].NC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-]>>O=C1C[C@@H](C(=O)[O-])NC(=O)N1.[H]O[H]	MNXM1.MNXM465>>MNXM252.WATER	3.5.2.3
MNXR108171	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C([O-])c1cc(O)c2ccccc2n1.[H+].O=O>>O=C([O-])c1cc(O)c2c(n1)C(O)C(O)C=C2.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1	MNXM10.MNXM1113.MNXM1.MNXM735438>>MNXM1535.MNXM8	1.14.99.2
MNXR164508	[NH3+]CCCC[C@H]([NH3+])C(=O)[O-].[*]N[C@@H]([*])C(=O)[O-]>>[*]N[C@@H]([*])C(=O)N[C@@H](CCCC[NH3+])C(=O)[O-].[H]O[H]	MNXM1106164.MNXM729060>>MNXM148819.WATER	3.4.16.6|3.4.17.10|3.4.17.12|3.4.17.2|3.4.17.20|3.4.17.22
MNXR165952	O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1	MNXM1088979.MNXM1104702>>MNXM1088981.MNXM1102128	2.4.1.11
MNXR148894	O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1.CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(C)=O)[C@@H](O[C@@H]3[C@H](O)[C@H](O[*])O[C@H](CO)[C@H]3O)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O>>CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O.CC(=O)N[C@H]1[C@H](O[C@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2O[C@@H]2[C@H](O)[C@H](O[*])O[C@H](CO)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O	MNXM1102128.MNXM164203>>MNXM1104529.MNXM735165	2.4.1.145
MNXR176898	O=C([O-])C[C@H](O)C(=O)[O-].[*]O[C@@H]1[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CCC(C(N)=O)=C3)[C@H](O)[C@@H]2O)O[C@H]1n1cnc2c(N)ncnc21>>[*]O[C@@H]1[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H]([n+]3cccc(C(N)=O)c3)[C@H](O)[C@@H]2O)O[C@H]1n1cnc2c(N)ncnc21.O=C[C@H](O)CC(=O)[O-].[H]O[H]	MNXM1107192.MNXM162231>>MNXM137.MNXM148316.WATER	1.2.1.5
MNXR130787	[NH3+]CCS(=O)(=O)[O-].C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C>>CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.C[C@H](CCCNCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	MNXM282.MNXM729839>>MNXM727276.MNXM731415	2.3.1.65
MNXR153724	O=P([O-])([O-])OC[C@H]1OC(O)(CO)[C@@H](O)[C@H]1O.[NH4+]>>[NH3+][C@H]1C(O)O[C@H](COP(=O)([O-])[O-])[C@H](O)[C@@H]1O.[H]O[H]	MNXM1107945.MNXM729302>>MNXM5116.WATER	3.5.99|5.3.1.-
MNXR173662	CCO.[*][Fe+3]>>CC=O	MNXM1108092.MNXM8480>>MNXM726786.MNXM75	1.1.2.7
MNXR131825	O=P([O-])([O-])OP(=O)([O-])O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[NH3+][C@@H](CO)C(=O)[O-]	MNXM11.MNXM169100>>MNXM3.MNXM737787	6.2.1.n2
MNXR113923	O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1.CC(=O)N[C@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@H](C)[C@H](NC([*])=O)C(=O)N[*])[C@@H](O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O>>CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O.C[C@@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)[C@H](NC([*])=O)C(=O)N[*]	MNXM1102128.MNXM147792>>MNXM1104529.MNXM148645	2.4.1.312
MNXR192629	CC(=O)C(O)COP(=O)(O)O.Nc1c(NC[C@H](O)[C@H](O)[C@H](O)CO)[nH]c(=O)[nH]c1=O>>Cc1nc2c(=O)[n-]c(=O)nc-2n(C[C@H](O)[C@H](O)[C@H](O)CO)c1C.[H+].O=P([O-])([O-])O.[H]O[H]	MNXM1102294.MNXM737103>>MNXM1107755.MNXM1.MNXM9.WATER	2.5.1.78
MNXR170051	O=O.O=C([O-])Cc1ccccc1>>O=C([O-])Cc1ccccc1O.[H]O[H]	MNXM1090405.MNXM735438.MNXM737265>>MNXM1090406.MNXM2160.WATER	1.14.14.54
MNXR111803	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].NNC(=O)c1ccncc1>>CC(=O)NNC(=O)c1ccncc1.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS	MNXM1104266.MNXM4018>>MNXM6337.MNXM727276	2.3.1.118|2.3.1.5
MNXR166116	C[N+](C)(C)CCOP(=O)([O-])OC[C@@H](CO[*])OC([*])=O.[*]OC[C@@H](O)COP(=O)([O-])OCC[NH3+]>>C[N+](C)(C)CCOP(=O)([O-])OC[C@H](O)CO[*].[*]OC[C@H](COP(=O)([O-])OCC[NH3+])OC([*])=O	MNXM1105953.MNXM1108122>>MNXM727572.MNXM730993	2.3.1.148
MNXR118503	O/N=C/Cc1c[nH]c2ccccc12.[*]>>ONCCc1c[nH]c2ccccc12	MNXM1106908.MNXM36>>MNXM5843.MNXM8975	1.5.99
MNXR145183	C=CC1=C(C)C2=[N+]3C1=Cc1c(C)c(CCC(=O)[O-])c4n1[Fe-2]31n3c(c(C)c([C@@H](O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c3=C2)=CC2=[N+]1C(=C4)C(CCC(=O)[O-])=C2C.[H]O[H]>>C=CC1=C(C)/C2=C/c3c(C(O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(C)c4n3[Fe]n3/c(c(C)c(CCC(=O)O)/c3=C/C3=N/C(=C\4)C(C=O)=C3CCC(=O)O)=C\C1=N2	MNXM1107744.WATER>>MNXM737850	1.3
MNXR104661	O=C([O-])/C=C/c1ccc(O)cc1.[H]O[H]>>O=C([O-])[C@H](O)Cc1ccc(O)cc1	MNXM505.WATER>>MNXM988	4.2.1.-
MNXR188756	CCCCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H]O[H]>>[H+].CCCCCCCCCCCCCCCCCCCCCCCC(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS	MNXM1104012.WATER>>MNXM1.MNXM3297.MNXM727276	3.1.2.-|3.1.2.2
MNXR168269	C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O	MNXM1090051.MNXM1102072>>MNXM1090052.MNXM1102167	2.1.1.211
MNXR173406	OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O.[*]C([*])(O)C#N>>[*]C([*])(C#N)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.[H]O[H]	MNXM1105027.MNXM728224>>MNXM7214.WATER	3.2.1.21
MNXR183834	N=CN1c2c(nc(N)[nH]c2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1.[NH3+]CC(=O)[O-]>>[*]C(=O)CC[C@H](NC(=O)c1ccc(NC[C@H]2CNc3nc(N)[nH]c(=O)c3N2)cc1)C(=O)[O-].[NH2+]=CNCC(=O)[O-]	MNXM1108550.MNXM29>>MNXM13027.MNXM1940	2.1.2.4
MNXR119519	NC(=O)CCC(=O)C(=O)[O-].CSCC[C@H]([NH3+])C(=O)[O-]>>CSCCC(=O)C(=O)[O-].NC(=O)CC[C@H]([NH3+])C(=O)[O-]	MNXM1091725.MNXM738804>>MNXM276.MNXM37	2.6.1.117|2.6.1.15|2.6.1.ag
MNXR129510	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>C[C@H](O)[C@@H](O)CC(=O)C(=O)[O-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1	MNXM10.MNXM165610>>MNXM4285.MNXM8	1.1.1
MNXR150865	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O[C@H]3CC[C@@]4(C)C(=CC[C@H]5[C@@H]6C[C@@H]7O[C@](O)(CC[C@@H](C)CO)[C@@H](C)[C@@H]7[C@@]6(C)CC[C@@H]54)C3)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O>>C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O[C@H]3CC[C@@]4(C)C(=CC[C@H]5[C@@H]6C[C@@H]7O[C@](O)(CC[C@@H](C)CO[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@@H](C)[C@@H]7[C@@]6(C)CC[C@@H]54)C3)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O.[H]O[H]	MNXM1137670.MNXM728796>>MNXM739629.WATER	3.2.1.186
MNXR148690	Nc1ccc([N+](=O)[O-])cc1.O=C1C(O)=CC[C@@H](CO)[C@@H]1O>>O=C1[C@@H](O)[C@@H](Nc2ccc([N+](=O)[O-])cc2)C[C@H](CO)[C@H]1O	MNXM2087.MNXM735175>>MNXM4694	4.3.3.1
MNXR123422	O=C=O.Nc1ncnc2[nH]cnc12.O=C([O-])CCC(=O)[O-].C=O>>O=C([O-])CCC(=O)C(=O)[O-].O=O.Cn1cnc2ncnc-2c1N	MNXM13.MNXM168.MNXM25.MNXM736417>>MNXM20.MNXM735438.MNXM735901	1.14.11.33
MNXR122455	O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(O)c1.O=C(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1cc(O)c(O)c(O)c1>>OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(O)c1	MNXM10230.MNXM726679>>MNXM1137670.MNXM9767	2.3.1
MNXR187455	C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[*][NH2+][C@@H](CCCNC(N)=[NH2+])C([*])=O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.CN(C)C(=N)NCCC[C@H](N[*])C([*])=O	MNXM1102072.MNXM680854>>MNXM1102167.MNXM158236	2.1.1.319
MNXR113746	C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O	MNXM1102072>>MNXM1102167	2.1.1.-
MNXR135704	O=P([O-])([O-])OP(=O)([O-])O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.CCCCCCCCCCCC(=O)[O-]	MNXM11.MNXM162584.MNXM728294>>MNXM146498.MNXM3.MNXM402	2.3.1.40
MNXR120671	C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[*]NC(=O)[C@H](CCCNC(=N)N)NC([*])=O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.C/N=C(/NC)NCCC[C@H](N[*])C([*])=O	MNXM1102072.MNXM146517>>MNXM1102167.MNXM63044	2.1.1.320
MNXR133229	NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H]O[H]>>O=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1	MNXM164222.MNXM5.WATER>>MNXM166165.MNXM735438.MNXM738702	1.14
MNXR163596	CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C)CC[C@]12C.O=O>>CC(C)=CCC[C@@H](C)C1CC[C@@]2(C)C3CC=C4C(CC[C@H](O)C4(C)C)[C@]3(C)C(O)C[C@]12C.[H]O[H]	MNXM5105.MNXM728239.MNXM735438>>MNXM729103.MNXM814693.WATER	1.14.14.71
MNXR122377	CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>O=P([O-])([O-])OP(=O)([O-])O.CC1(C)CCCC2(C)C3CC4C(C31)C42C	MNXM1103344>>MNXM11.MNXM19104	4.2.3|4.2.3.-
MNXR130003	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].CCCCCC(C)=O>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.CCCCC[C@@H](C)O	MNXM10.MNXM1.MNXM56141>>MNXM8.MNXM99236	1.1.1.1
MNXR182602	O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1.CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCCCCCCCCCCCC>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCCCCCCCCCCCC	MNXM1102128.MNXM9562>>MNXM1104754.MNXM9557	2.4.1.241
MNXR117140	C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.COc1c(O)c(O)c(C)c(C/C=C(\C)C[*])c1O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.COc1c(O)c(C)c(C/C=C(\C)C[*])c(O)c1OC	MNXM1102072.MNXM17195>>MNXM1102167.MNXM732273	2.1.1.64
MNXR117509	C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[*]OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1OP(=O)([O-])O[*]>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.CNc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])O[*])[C@@H](OP(=O)([O-])O[*])[C@H]2O)c(=O)[nH]1	MNXM1102072.MNXM7407>>MNXM1102167.MNXM13181	2.1.1.216
MNXR149141	C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.Oc1ccc(CC2[NH2+]CCc3cc(O)c(O)cc32)cc1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+].COc1cc2c(cc1O)[C@H](Cc1ccc(O)cc1)[NH2+]CC2	MNXM1102072.MNXM728280>>MNXM1102167.MNXM1.MNXM726665	2.1.1.128
MNXR190858	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1.[H]O[H]>>OC[C@H]1OC(O)[C@H](O)[C@@H]1O.Nc1cc[nH]c(=O)n1	MNXM1104207.WATER>>MNXM1108051.MNXM761	3.2.2.3|3.2.2.8
MNXR118748	C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.Cc1nc2n(C)c3c(ncn3[C@@H]3O[C@H](COP(=O)([O-])O[*])[C@@H](OP(=O)([O-])O[*])[C@H]3O)c(=O)n2c1CCC([NH3+])C(=O)[O-]>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.COC(=O)C([NH3+])CCc1c(C)nc2n(C)c3c(ncn3[C@@H]3O[C@H](COP(=O)([O-])O[*])[C@@H](OP(=O)([O-])O[*])[C@H]3O)c(=O)n12	MNXM1102072.MNXM147390>>MNXM1102167.MNXM728633	2.1.1.290
MNXR174014	C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[*]N[C@@H](CCCC[NH3+])C([*])=O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.C[NH2+]CCCC[C@H]([NH2+][*])C([*])=O	MNXM1102072.MNXM96254>>MNXM1102167.MNXM731321	2.1.1.60
MNXR153280	[NH3+]CCCC[NH2+]CCC[NH3+].O=C=O>>[H+].NCCCNCCC[C@H](N)C(=O)O	MNXM124.MNXM13>>MNXM1.MNXM741439	4.1.1.-|4.1.1.96
MNXR113841	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].CC(=O)[C@@H](C)O>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.C[C@H](O)[C@@H](C)O	MNXM10.MNXM1.MNXM664>>MNXM8.MNXM9502	1.1.1|1.1.1.-|1.1.1.4
